Event_COLOR_CODE,Event_ROOT_COLOR_CODE,Actor1Geo_CountryCode,Actor2Geo_CountryCode,ActionGeo_CountryCode,Event Code,Root Event Code,Main Reason,Reason,AC1_lat,AC1_lon,AC2_lat,AC2_lon,AC_lat,AC_lon,Source Url,Source City,Destination City,Keyword,Duplicate Entry
"bf5e75
",bf5e7c,SW,SY,SW,043,04,"CONSULT
","Host a visit
",62,15,35,38,62,15,"http://sverigesradio.se/sida/artikel.aspx?programid=2054&artikel=5746726
",Sweden,Syria,,1
"571d21
",571d29,IS,IZ,SY,062,06,"ENGAGE IN MATERIAL COOPERATION
","Cooperate militarily
",31.5,34.75,31.7133,44.5058,35,38,"http://www.albawaba.com/news/lebanon-iran-544572
",Israel,"Al Majid, An Najaf, Iraq",,1
"571d21
",571d29,SY,IS,SY,062,06,"ENGAGE IN MATERIAL COOPERATION
","Cooperate militarily
",35,38,31.5,34.75,35,38,"The Daily Star website, Beirut/BBC Monitoring/(c) BBC
",Syria,Israel,,1
"bf5e75
",bf5e84,SY,SY,SY,195,19,"FIGHT
","Employ aerial weapons
",34.0862,36.6622,34.0862,36.6622,34.0862,36.6622,"http://www.albawaba.com/news/syria-refugees-544513
","Jarajir, Rif Dimashq, Syria","Jarajir, Rif Dimashq, Syria",,1
"bf5e75
",bf5e84,SY,LE,LE,195,19,"FIGHT
","Employ aerial weapons
",34.0862,36.6622,33.8333,35.8333,33.8333,35.8333,"http://www.albawaba.com/news/syria-refugees-544513
","Jarajir, Rif Dimashq, Syria",Lebanon,,1
"bf5e75
",bf5e84,LE,SY,SY,195,19,"FIGHT
","Employ aerial weapons
",33.8333,35.8333,34.0862,36.6622,34.0862,36.6622,"http://www.albawaba.com/news/syria-refugees-544513
",Lebanon,"Jarajir, Rif Dimashq, Syria",,1
"5f2fc4
",5f2fc6,SY,JO,JO,020,02,"APPEAL
","Appeal, not specified below
",35,38,31,36,31,36,"http://www.theweek.co.om/disCon.aspx?Cval=7566
",Syria,Jordan,,1
"5f2fc4
",5f2fc6,SY,JO,SY,020,02,"APPEAL
","Appeal, not specified below
",35,38,31,36,35,38,"http://www.theweek.co.om/disCon.aspx?Cval=7566
",Syria,Jordan,,1
"5f2fc4
",5f2fc6,SY,SY,SY,020,02,"APPEAL
","Appeal, not specified below
",35,38,35,38,35,38,"http://www.theweek.co.om/disCon.aspx?Cval=7566
",Syria,Syria,,1
"bf5e75
",bf5e7b,SY,SY,SY,042,04,"CONSULT
","Make a visit
",34.0862,36.6622,34.0862,36.6622,34.0862,36.6622,"http://www.albawaba.com/news/syria-refugees-544513
","Jarajir, Rif Dimashq, Syria","Jarajir, Rif Dimashq, Syria",,1
"bf5e75
",bf5e7b,SY,LE,SY,042,04,"CONSULT
","Make a visit
",36.2028,37.1586,34.1794,36.4208,36.2028,37.1586,"http://gulfnews.com/news/region/syria/20-killed-in-aleppo-air-strike-1.1273209
","Aleppo, ?alab, Syria","Arsal, Mohafazat Baalbek-Hermel, Lebanon",,1
"bf5e75
",bf5e7b,SY,LE,LE,042,04,"CONSULT
","Make a visit
",35,38,33.6667,35.8333,33.6667,35.8333,"http://www.kuna.net.kw/ArticleDetails.aspx?id=2353414&Language=en
",Syria,"Bekaa, Béa, Lebanon",,1
"bf5e75
",bf5e7b,AF,AF,AF,042,04,"CONSULT
","Make a visit
",33,65,33,65,33,65,"http://sverigesradio.se/sida/artikel.aspx?programid=2054&artikel=5746726
",Afghanistan,Afghanistan,,1
"bf5e75
",bf5e7c,SY,SY,SY,043,04,"CONSULT
","Host a visit
",34.0862,36.6622,34.0862,36.6622,34.0862,36.6622,"http://www.albawaba.com/news/syria-refugees-544513
","Jarajir, Rif Dimashq, Syria","Jarajir, Rif Dimashq, Syria",,1
"c1f827
",c1f82f,SY,TU,TU,080,08,"YIELD
","Yield, not specified below 
",35,38,36.2066,36.1572,36.2066,36.1572,"http://www.albawaba.com/news/turkey-syria-544564
",Syria,"Hatay, Hatay, Turkey",,1
"c1f827
",c1f82f,SY,TU,SY,080,08,"YIELD
","Yield, not specified below 
",35,38,36.2066,36.1572,35,38,"http://www.albawaba.com/news/turkey-syria-544564
",Syria,"Hatay, Hatay, Turkey",,1
"5e75bf
",5e75c4,RS,RS,RS,032,03,"EXPRESS INTENT TO COOPERATE
","Express intent to provide diplomatic cooperation such as policy support
",43.5992,39.7257,43.5992,39.7257,43.5992,39.7257,"http://magicvalley.com/news/opinion/columns/fisher-obama-s-foreign-policy-report-card/article_bc7c826a-73c2-11e3-b144-0019bb2963f4.html
","Sochi, Krasnodarskiy Kray, Russia","Sochi, Krasnodarskiy Kray, Russia",,1
"571d14
",571d1a,US,SY,US,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",36.17,-119.746,35,38,36.17,-119.746,"http://magicvalley.com/news/opinion/columns/fisher-obama-s-foreign-policy-report-card/article_bc7c826a-73c2-11e3-b144-0019bb2963f4.html
","California, United States",Syria,,1
"571d14
",571d1a,US,SY,SY,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",36.17,-119.746,35,38,35,38,"http://magicvalley.com/news/opinion/columns/fisher-obama-s-foreign-policy-report-card/article_bc7c826a-73c2-11e3-b144-0019bb2963f4.html
","California, United States",Syria,,1
"bf5e75
",bf5e7b,IT,IT,IT,042,04,"CONSULT
","Make a visit
",35.5,12.6,35.5,12.6,35.5,12.6,"http://www.aawsat.net/2014/01/article55326440
","Lampedusa, Italy (general), Italy","Lampedusa, Italy (general), Italy",,1
"bf5e75
",bf5e7b,IT,SY,IT,042,04,"CONSULT
","Make a visit
",35.5,12.6,35,38,35.5,12.6,"http://uk.reuters.com/article/2014/01/03/uk-italy-migrants-idUKBREA0209020140103?feedType=RSS&feedName=topNews
","Lampedusa, Italy (general), Italy",Syria,,1
"bf5e75
",bf5e7b,LY,LY,LY,042,04,"CONSULT
","Make a visit
",25,17,25,17,25,17,"http://www.itv.com/news/update/2014-01-03/more-than-1-000-migrants-rescued-off-italian-coast/
",Libya,Libya,,1
"bf5e75
",bf5e7b,MT,MT,GR,042,04,"CONSULT
","Make a visit
",35.8333,14.5833,35.8333,14.5833,39,22,"http://uk.reuters.com/article/2014/01/03/uk-italy-migrants-idUKBREA0209020140103?feedType=RSS&feedName=topNews
",Malta,Malta,,1
"bf5e75
",bf5e7b,MT,MT,MT,042,04,"CONSULT
","Make a visit
",35.8333,14.5833,35.8333,14.5833,35.8333,14.5833,"http://www.ntd.tv/en/news/world/europe/20140103/84433-italian-navy-rescues-over-1000-migrants-in-last-24-hours.html
",Malta,Malta,,1
"bf5e75
",bf5e7b,SY,SY,IT,042,04,"CONSULT
","Make a visit
",35,38,35,38,35.5,12.6,"http://www.express.co.uk/news/uk/451808/UK-s-anti-immigration-media-is-driven-by-the-far-right-says-leading-Bulgarian-politician
",Syria,Syria,,1
"bf5e75
",bf5e7b,SY,SY,IT,042,04,"CONSULT
","Make a visit
",35,38,35,38,37.75,14.25,"http://www.worldbulletin.net/?aType=haber&ArticleID=126170&c=pZCuHjVpWeoqrY0-qp0qp-Ou60AqX5D6svDUyfxFwJE&mkt=en-us
",Syria,Syria,,1
"bf5e75
",bf5e7b,SY,SY,SY,042,04,"CONSULT
","Make a visit
",35,38,35,38,35,38,"http://www.worldbulletin.net/?aType=haber&ArticleID=126170&c=pZCuHjVpWeoqrY0-qp0qp-Ou60AqX5D6svDUyfxFwJE&mkt=en-us
",Syria,Syria,,1
"bf5e75
",bf5e79,LY,SY,LY,040,04,"CONSULT
","Consult, not specified below
",32.8925,13.18,32.7359,35.7441,32.8925,13.18,"http://www.dailystar.com.lb/News/Lebanon-News/2014/Jan-04/243073-league-seeks-to-represent-syrian-refugees-in-north-lebanon.ashx
","Tripoli, Tarabulus, Libya","Wadi Khaled, Al Qunaytirah, Syria",,1
"ff4800
",ff4803,BU,BU,BU,012,01,"MAKE PUBLIC STATEMENT
","Make pessimistic comment
",43,25,43,25,43,25,"Multiple Sources/BBC Monitoring/(c) BBC
",Bulgaria,Bulgaria,,1
"5f2fc4
",5f2fc6,SY,SY,SY,020,02,"APPEAL
","Appeal, not specified below
",32.7359,35.7441,32.7359,35.7441,32.7359,35.7441,"http://www.dailystar.com.lb/News/Lebanon-News/2014/Jan-04/243073-league-seeks-to-represent-syrian-refugees-in-north-lebanon.ashx
","Wadi Khaled, Al Qunaytirah, Syria","Wadi Khaled, Al Qunaytirah, Syria",,1
"5f2fc4
",5f2fc6,SY,SY,SY,020,02,"APPEAL
","Appeal, not specified below
",35,38,35,38,35,38,"http://www.politics.co.uk/comment-analysis/2014/01/03/the-week-in-review-the-flood-that-never-came
",Syria,Syria,,1
"bf5e75
",bf5e79,LE,LE,LE,040,04,"CONSULT
","Consult, not specified below
",33.8333,35.8333,33.8333,35.8333,33.8333,35.8333,"http://www.todayszaman.com//news-335699-belgian-fm-opens-kindergarten-in-sanliurfa-for-syrian-refugee-children.html
",Lebanon,Lebanon,,1
"bf5e75
",bf5e79,SY,SY,SY,040,04,"CONSULT
","Consult, not specified below
",35,38,35,38,35,38,"http://en.cihan.com.tr/news/Belgian-FM-opens-kindergarten-in-Sanliurfa-for-Syrian-refugee-children_7377-CHMTI0NzM3Ny8xMDA1
",Syria,Syria,,1
"571d14
",571d19,SY,SY,SY,050,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Engage in diplomatic cooperation, not specified below
",35.5148,35.7768,35.5148,35.7768,35.5148,35.7768,"http://www.bangkokpost.com/news/world/387815/syria-rebels-take-on-jihadists-in-fierce-fighting
","Latakia, Al Ladhiqiyah, Syria","Latakia, Al Ladhiqiyah, Syria",,1
"571d14
",571d19,SY,SY,SY,050,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Engage in diplomatic cooperation, not specified below
",33.5,36.3,33.5,36.3,33.5,36.3,"http://www.omantribune.com/index.php?page=news_main_page&id=2584
","Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,1
"571d14
",571d19,SY,SY,SY,050,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Engage in diplomatic cooperation, not specified below
",35.9306,36.6339,35.9306,36.6339,35.9306,36.6339,"http://www.radioaustralia.net.au/international/2014-01-04/medecins-sans-frontieres-says-five-staff-members-taken-by-unknown-group-in-northern-syria/1242974
","Idlib, Idlib, Syria","Idlib, Idlib, Syria",,1
"bf5e75
",bf5e7c,IT,IT,IT,043,04,"CONSULT
","Host a visit
",35.5,12.6,35.5,12.6,35.5,12.6,"http://www.aawsat.net/2014/01/article55326440
","Lampedusa, Italy (general), Italy","Lampedusa, Italy (general), Italy",,1
"bf5e75
",bf5e7c,SY,IT,IT,043,04,"CONSULT
","Host a visit
",35,38,35.5,12.6,35.5,12.6,"http://uk.reuters.com/article/2014/01/03/uk-italy-migrants-idUKBREA0209020140103?feedType=RSS&feedName=topNews
",Syria,"Lampedusa, Italy (general), Italy",,1
"bf5e75
",bf5e7c,SY,IT,IT,043,04,"CONSULT
","Host a visit
",35,38,37.75,14.25,37.75,14.25,"http://www.itv.com/news/update/2014-01-03/more-than-1-000-migrants-rescued-off-italian-coast/
",Syria,"Sicily, Sicilia, Italy",,1
"bf5e75
",bf5e7c,SY,SY,IT,043,04,"CONSULT
","Host a visit
",35,38,35,38,35.5,12.6,"http://www.express.co.uk/news/uk/451808/UK-s-anti-immigration-media-is-driven-by-the-far-right-says-leading-Bulgarian-politician
",Syria,Syria,,1
"bf5e75
",bf5e7c,SY,SY,IT,043,04,"CONSULT
","Host a visit
",35,38,35,38,37.75,14.25,"http://www.worldbulletin.net/?aType=haber&ArticleID=126170&c=pZCuHjVpWeoqrY0-qp0qp-Ou60AqX5D6svDUyfxFwJE&mkt=en-us
",Syria,Syria,,1
"bf5e75
",bf5e7c,SY,SY,IT,043,04,"CONSULT
","Host a visit
",35,38,35,38,42.8333,12.8333,"http://www.telegraph.co.uk/news/worldnews/europe/italy/10549004/1000-migrants-rescued-off-Italian-coast-in-24-hours.html
",Syria,Syria,,1
"bf5e75
",bf5e7c,SY,SY,SY,043,04,"CONSULT
","Host a visit
",35,38,35,38,35,38,"http://www.worldbulletin.net/?aType=haber&ArticleID=126170&c=pZCuHjVpWeoqrY0-qp0qp-Ou60AqX5D6svDUyfxFwJE&mkt=en-us
",Syria,Syria,,1
"17534d 
",175357,SY,BU,BU,073,07,"PROVIDE AID
","Provide humanitarian aid
",35,38,43,25,43,25,"http://www.libdemvoice.org/lord-roberts-writes-it-is-time-to-open-our-doors-to-some-of-the-most-vulnerable-people-in-the-world-37703.html
",Syria,Bulgaria,,1
"bf5e75
",bf5e79,SY,LY,LY,040,04,"CONSULT
","Consult, not specified below
",32.7359,35.7441,32.8925,13.18,32.8925,13.18,"http://www.dailystar.com.lb/News/Lebanon-News/2014/Jan-04/243073-league-seeks-to-represent-syrian-refugees-in-north-lebanon.ashx
","Wadi Khaled, Al Qunaytirah, Syria","Tripoli, Tarabulus, Libya",,1
"ff4800
",ff4803,SY,SY,SY,012,01,"MAKE PUBLIC STATEMENT
","Make pessimistic comment
",35,38,35,38,35,38,"http://livewire.amnesty.org/2014/01/03/life-getting-harder-for-syrian-refugees-in-iraqi-kurdistan/
",Syria,Syria,,1
"bf5e75
",bf5e79,SY,SY,SY,040,04,"CONSULT
","Consult, not specified below
",35,38,35,38,35,38,"http://www.todayszaman.com//news-335699-belgian-fm-opens-kindergarten-in-sanliurfa-for-syrian-refugee-children.html
",Syria,Syria,,1
"bf5e75
",bf5e7b,SY,TU,TU,042,04,"CONSULT
","Make a visit
",35,38,39,35,39,35,"http://www.expatica.com/ch/news/local_news/un-warns-of-asylum-seeker-mistreatment-in-bulgaria_281987.html
",Syria,Turkey,,1
"bf5e75
",bf5e7c,TU,SY,TU,043,04,"CONSULT
","Host a visit
",39,35,35,38,39,35,"http://www.expatica.com/ch/news/local_news/un-warns-of-asylum-seeker-mistreatment-in-bulgaria_281987.html
",Turkey,Syria,,1
"bf5e75
",bf5e7b,MT,MT,MT,042,04,"CONSULT
","Make a visit
",35.8333,14.5833,35.8333,14.5833,35.8333,14.5833,"http://tribune.com.pk/story/654692/rescue-mission-pakistanis-among-migrants-saved-by-italian-navy/
",Malta,Malta,,1
"bf5e75
",bf5e7b,SY,SY,IT,042,04,"CONSULT
","Make a visit
",35,38,35,38,35.5,12.6,"http://www.ndtv.com/article/world/italian-navy-rescues-over-1000-migrants-from-boats-in-24-hours-466620
",Syria,Syria,,1
"bf5e75
",bf5e7b,SY,SY,SY,042,04,"CONSULT
","Make a visit
",35,38,35,38,35,38,"http://www.ndtv.com/article/world/italian-navy-rescues-over-1000-migrants-from-boats-in-24-hours-466620
",Syria,Syria,,1
"bf5e75
",bf5e7c,JO,SY,SY,043,04,"CONSULT
","Host a visit
",31.95,35.9333,35,38,35,38,"http://www.english.globalarabnetwork.com/2014010413310/Economics/aid-easy-credit-and-investment-jordan-attracts-foreign-funds.html
","Amman, (JO11), Jordan",Syria,,1
"bf5e75
",bf5e7f,LE,LE,KU,046,04,"CONSULT
","Engage in negotiation
",33.8333,35.8333,33.8333,35.8333,29.3375,47.6581,"http://www.zawya.com/story/QRC_discusses_medical_situation_of_Syrian_refugees-ZAWYA20140105040541/
",Lebanon,Lebanon,,1
"bf5e75
",bf5e7f,SY,LE,KU,046,04,"CONSULT
","Engage in negotiation
",35,38,33.8333,35.8333,29.3375,47.6581,"http://www.zawya.com/story/QRC_discusses_medical_situation_of_Syrian_refugees-ZAWYA20140105040541/
",Syria,Lebanon,,1
"bf5e75
",bf5e79,LY,SY,LY,040,04,"CONSULT
","Consult, not specified below
",32.8925,13.18,32.7359,35.7441,32.8925,13.18,"http://www.zawya.com/story/League_seeks_to_represent_Syrian_refugees_in_north_Lebanon-DS04012014_dsart*243073/
","Tripoli, Tarabulus, Libya","Wadi Khaled, Al Qunaytirah, Syria",,1
"bf5e75
",bf5e79,QA,SY,SY,040,04,"CONSULT
","Consult, not specified below
",25.2867,51.5333,35,38,35,38,"http://www.gulf-times.com/qatar/178/details/376739/qrc-reviews-aid-work-for-syrian-refugees-in-lebanon
","Doha, Ad Daw?ah, Qatar",Syria,,1
"bf5e75
",bf5e79,LE,SY,QA,040,04,"CONSULT
","Consult, not specified below
",33.8333,35.8333,35,38,25.2867,51.5333,"http://www.gulf-times.com/qatar/178/details/376739/qrc-reviews-aid-work-for-syrian-refugees-in-lebanon
",Lebanon,Syria,,1
"bf5e75
",bf5e7c,QA,SY,QA,043,04,"CONSULT
","Host a visit
",25.2867,51.5333,35,38,25.2867,51.5333,"http://www.gulf-times.com/qatar/178/details/376739/qrc-reviews-aid-work-for-syrian-refugees-in-lebanon
","Doha, Ad Daw?ah, Qatar",Syria,,1
"bf5e75
",bf5e7c,LE,SY,QA,043,04,"CONSULT
","Host a visit
",33.8333,35.8333,35,38,25.2867,51.5333,"http://www.gulf-times.com/qatar/178/details/376739/qrc-reviews-aid-work-for-syrian-refugees-in-lebanon
",Lebanon,Syria,,1
"ff4800
",ff4805,SY,SY,SY,014,01,"MAKE PUBLIC STATEMENT
","Consider policy option
",35,38,35,38,35,38,"http://www.gulf-times.com/qatar/178/details/376739/qrc-reviews-aid-work-for-syrian-refugees-in-lebanon
",Syria,Syria,,1
"5f2fc4
",5f2fc6,SY,SY,SY,020,02,"APPEAL
","Appeal, not specified below
",32.7359,35.7441,32.7359,35.7441,32.7359,35.7441,"http://www.zawya.com/story/League_seeks_to_represent_Syrian_refugees_in_north_Lebanon-DS04012014_dsart*243073/
","Wadi Khaled, Al Qunaytirah, Syria","Wadi Khaled, Al Qunaytirah, Syria",,1
"5f2fc4
",5f2fc6,LE,LE,LE,020,02,"APPEAL
","Appeal, not specified below
",34.5428,36.0797,34.5428,36.0797,34.5428,36.0797,"http://www.zawya.com/story/League_seeks_to_represent_Syrian_refugees_in_north_Lebanon-DS04012014_dsart*243073/
","Halba, AakkâLE, Lebanon","Halba, AakkâLE, Lebanon",,1
"571d14
",571d19,SY,SY,SY,050,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Engage in diplomatic cooperation, not specified below
",35.5148,35.7768,35.5148,35.7768,35.5148,35.7768,"http://www.aina.org/news/20140104035312.htm
","Latakia, Al Ladhiqiyah, Syria","Latakia, Al Ladhiqiyah, Syria",,1
"571d14
",571d19,SY,SY,SY,050,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Engage in diplomatic cooperation, not specified below
",35.9306,36.6339,35.9306,36.6339,35.9306,36.6339,"Al-Manar Television website, Beirut/BBC Monitoring/(c) BBC
","Idlib, Idlib, Syria","Idlib, Idlib, Syria",,1
"17534d 
",175354,LE,LE,LE,070,07,"PROVIDE AID
","Provide aid, not specified below
",33.8719,35.5097,33.8719,35.5097,33.8719,35.5097,"http://www.zawya.com/story/RCA_continues_providing_aid_to_Syrian_refugees_in_Lebanon-WAM20140104081022827/
","Beirut, Beyrouth, Lebanon","Beirut, Beyrouth, Lebanon",,1
"bf5e75
",bf5e7f,IS,SY,IS,190,19,"FIGHT
","Use conventional military force, not specified below
",31.5,34.75,35,38,31.5,34.75,"http://weekly.ahram.org.eg/News/5033/21/The-new-regional-interference.aspx
",Israel,Syria,,1
"bf5e75
",bf5e7f,SY,SY,SY,190,19,"FIGHT
","Use conventional military force, not specified below
",35,38,35,38,35,38,"http://weekly.ahram.org.eg/News/5033/21/The-new-regional-interference.aspx
",Syria,Syria,,1
"bf5e75
",bf5e7c,SY,SY,IT,043,04,"CONSULT
","Host a visit
",35,38,35,38,35.5,12.6,"http://www.ndtv.com/article/world/italian-navy-rescues-over-1000-migrants-from-boats-in-24-hours-466620
",Syria,Syria,,1
"bf5e75
",bf5e7c,SY,SY,SY,043,04,"CONSULT
","Host a visit
",35,38,35,38,35,38,"http://www.ndtv.com/article/world/italian-navy-rescues-over-1000-migrants-from-boats-in-24-hours-466620
",Syria,Syria,,1
