Event_COLOR_CODE,Event_COLOR_ROOT_CODE,Actor1Geo_CountryCode,Actor2Geo_CountryCode,ActionGeo_CountryCode,Event Code,RootEventCode,MainReason,Reason,AC1_lat,AC1_lon,AC2_lat,AC2_lon,AC_lat,AC_lon,Source Url,Source City,Destination City,Keyword
"144e57
",144e62,LE,SY,SY,182,18,"ASSAULT
","Physically assault, not specified below
",33.8667,35.5,36.6968,38.6523,36.6968,38.6523,--,"Shatila, Mont-Liban, Lebanon","Jund, Ar Raqqah, Syria",
"144e57
",144e66,LE,SY,SY,186,18,"ASSAULT
","Assassinate 
",33.8667,35.5,36.6968,38.6523,36.6968,38.6523,--,"Shatila, Mont-Liban, Lebanon","Jund, Ar Raqqah, Syria",
"bf5e75
",bf5e82,LE,SY,SY,193,19,"FIGHT
","Fight with small arms and light weapons
",33.8667,35.5,36.6968,38.6523,36.6968,38.6523,--,"Shatila, Mont-Liban, Lebanon","Jund, Ar Raqqah, Syria",
"bf5e75
",bf5e7f,SY,SY,SY,190,19,"FIGHT
","Use conventional military force, not specified below
",35,38,35,38,35,38,--,Syria,Syria,
"bf5e75
",bf5e7f,SY,SY,SY,190,19,"FIGHT
","Use conventional military force, not specified below
",35,38,35,38,35,38,--,Syria,Syria,
"5f2fc4
",5f2fcb,IZ,SY,SY,025,02,"APPEAL
","Appeal to yield
",34.1966,43.8739,35,38,35,38,--,"Samarra, Sala? ad Din, Iraq",Syria,
"c1f827
",c1f833,SY,SY,AS,084,08,"YIELD
","Return, release, not specified below
",36.2028,37.1586,36.2028,37.1586,-27,133,--,"Aleppo, ?alab, Syria","Aleppo, ?alab, Syria",
"c1f827
",c1f833,SY,AS,AS,084,08,"YIELD
","Return, release, not specified below
",36.2028,37.1586,-27,133,-27,133,--,"Aleppo, ?alab, Syria",Australia,
"c1f827
",c1f833,IZ,SY,AS,084,08,"YIELD
","Return, release, not specified below
",33,44,36.2028,37.1586,-27,133,--,Iraq,"Aleppo, ?alab, Syria",
"5f2fc4
",5f2fcb,IZ,SY,SY,025,02,"APPEAL
","Appeal to yield
",34.1966,43.8739,35,38,35,38,--,"Samarra, Sala? ad Din, Iraq",Syria,
"5f2fc4
",5f2fcb,IZ,SY,SY,025,02,"APPEAL
","Appeal to yield
",34.1966,43.8739,35,38,35,38,--,"Samarra, Sala? ad Din, Iraq",Syria,
"c1f827
",c1f833,SY,IZ,SY,0841,08,"YIELD
","Return, release person(s)
",33.5,36.3,33.3386,44.3939,33.5,36.3,--,"Damascus, Dimashq, Syria","Baghdad, Baghdad, Iraq",
"c1f827
",c1f833,IZ,IZ,IZ,0841,08,"YIELD
","Return, release person(s)
",33.3386,44.3939,33.3386,44.3939,33.3386,44.3939,--,"Baghdad, Baghdad, Iraq","Baghdad, Baghdad, Iraq",
"57144e
",571454,IS,IS,IS,141,14,"PROTEST
","Demonstrate or rally
",31.5,34.75,31.5,34.75,31.5,34.75,--,Israel,Israel,
"57144e
",571454,IS,IS,IS,141,14,"PROTEST
","Demonstrate or rally
",31.5,34.75,31.5,34.75,31.5,34.75,--,Israel,Israel,
"bf5e75
",bf5e7b,IZ,SY,SY,042,04,"CONSULT
","Make a visit
",33,44,35,38,35,38,--,Iraq,Syria,
"bf5e75
",bf5e7c,SY,IZ,SY,043,04,"CONSULT
","Host a visit
",35,38,33,44,35,38,--,Syria,Iraq,
"bf5e75
",bf5e7b,IZ,SY,SY,042,04,"CONSULT
","Make a visit
",33,44,35,38,35,38,--,Iraq,Syria,
"bf5e75
",bf5e7c,SY,IZ,SY,043,04,"CONSULT
","Host a visit
",35,38,33,44,35,38,--,Syria,Iraq,
"571d21
",571d27,SY,IZ,SY,060,06,"ENGAGE IN MATERIAL COOPERATION
","Engage in material cooperation, not specified below
",33.5,36.3,33,44,33.5,36.3,--,"Damascus, Dimashq, Syria",Iraq,
"571d21
",571d27,SY,IZ,IZ,060,06,"ENGAGE IN MATERIAL COOPERATION
","Engage in material cooperation, not specified below
",33.5,36.3,33,44,33,44,--,"Damascus, Dimashq, Syria",Iraq,
"17534d 
",175354,DA,DA,DA,070,07,"PROVIDE AID
","Provide aid, not specified below
",56,10,56,10,56,10,--,Denmark,Denmark,
"c1f827
",c1f833,WE,WE,WE,084,08,"YIELD
","Return, release, not specified below
",31.534,35.0981,31.534,35.0981,31.534,35.0981,--,"Unrwa, West Bank (general), West Bank","Unrwa, West Bank (general), West Bank",
"c03624
",c0362d,IZ,LE,IZ,090,09,"INVESTIGATE
","Investigate, not specified below
",33,44,33.8333,35.8333,33,44,--,Iraq,Lebanon,
"c03624
",c0362d,IZ,SY,IZ,090,09,"INVESTIGATE
","Investigate, not specified below
",33,44,35,38,33,44,--,Iraq,Syria,
"571d14
",571d1f,KU,KU,KU,173,17,"COERCE
","Arrest, detain, or charge with legal action 
",29.3697,47.9783,29.3697,47.9783,29.3697,47.9783,--,"Kuwait City, Kuwait (general), Kuwait","Kuwait City, Kuwait (general), Kuwait",
"571d14
",571d1a,SY,SY,SY,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",33.5,36.3,33.5,36.3,33.5,36.3,--,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",
"571d14
",571d1a,IZ,SY,SY,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",33,44,33.5,36.3,33.5,36.3,--,Iraq,"Damascus, Dimashq, Syria",
"57144e
",571454,SY,SY,SY,141,14,"PROTEST
","Demonstrate or rally
",33.5,36.3,33.5,36.3,33.5,36.3,--,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",
"57144e
",571454,IZ,SY,SY,141,14,"PROTEST
","Demonstrate or rally
",33,44,33.5,36.3,33.5,36.3,--,Iraq,"Damascus, Dimashq, Syria",
"57144e
",571454,SY,IZ,SY,141,14,"PROTEST
","Demonstrate or rally
",33.5,36.3,33,44,33.5,36.3,--,"Damascus, Dimashq, Syria",Iraq,
"571d14
",571d1a,SY,IZ,SY,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",33.5,36.3,33,44,33.5,36.3,--,"Damascus, Dimashq, Syria",Iraq,
"571d14
",571d1a,SY,SY,SY,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",33.5,36.3,33.5,36.3,33.5,36.3,--,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",
"571d14
",571d1a,SY,SY,SY,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",33.5,36.3,33.5,36.3,33.5,36.3,--,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",
"571d14
",571d1a,SY,SY,SY,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",36.2028,37.1586,36.2028,37.1586,36.2028,37.1586,--,"Aleppo, ?alab, Syria","Aleppo, ?alab, Syria",
"c1f827
",c1f833,SY,IZ,SY,0841,08,"YIELD
","Return, release person(s)
",33.5,36.3,33,44,33.5,36.3,--,"Damascus, Dimashq, Syria",Iraq,
"c1f827
",c1f833,AF,LY,LY,0841,08,"YIELD
","Return, release person(s)
",34.5167,69.1833,25,17,25,17,--,"Kabul, Kabol, Afghanistan",Libya,
"bf5e75
",bf5e79,IS,SY,SY,040,04,"CONSULT
","Consult, not specified below
",31.5,34.75,33.5,36.3,33.5,36.3,--,Israel,"Damascus, Dimashq, Syria",
"bf5e75
",bf5e79,IS,SY,SY,040,04,"CONSULT
","Consult, not specified below
",31.5,34.75,33.5,36.3,33.5,36.3,--,Israel,"Damascus, Dimashq, Syria",
"bf5e75
",bf5e79,IS,SY,IS,040,04,"CONSULT
","Consult, not specified below
",31.5,34.75,33.5,36.3,31.5,34.75,--,Israel,"Damascus, Dimashq, Syria",
"bf5e75
",bf5e79,IS,SY,IS,040,04,"CONSULT
","Consult, not specified below
",31.5,34.75,33.5,36.3,31.5,34.75,--,Israel,"Damascus, Dimashq, Syria",
"571d14
",571d1a,SY,IS,SY,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",33.5,36.3,31.5,34.75,33.5,36.3,--,"Damascus, Dimashq, Syria",Israel,
"571d14
",571d1a,IS,SY,SY,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",31.5,34.75,33.5,36.3,33.5,36.3,--,Israel,"Damascus, Dimashq, Syria",
"17534d 
",175354,SY,IS,SY,070,07,"PROVIDE AID
","Provide aid, not specified below
",33.5,36.3,31.5,34.75,33.5,36.3,--,"Damascus, Dimashq, Syria",Israel,
"17534d 
",175354,IS,SY,SY,070,07,"PROVIDE AID
","Provide aid, not specified below
",31.5,34.75,33.5,36.3,33.5,36.3,--,Israel,"Damascus, Dimashq, Syria",
"bf5e75
",bf5e79,SY,SY,SY,040,04,"CONSULT
","Consult, not specified below
",35,38,35,38,35,38,--,Syria,Syria,
"bf5e75
",bf5e79,SY,SY,SY,040,04,"CONSULT
","Consult, not specified below
",35,38,35,38,35,38,--,Syria,Syria,
"bf5e75
",bf5e79,SY,GZ,GZ,040,04,"CONSULT
","Consult, not specified below
",35,38,31.5119,34.4411,31.5119,34.4411,--,Syria,"Unrwa, Gaza Strip (general), Gaza Strip",
"bf5e75
",bf5e79,SY,SY,GZ,040,04,"CONSULT
","Consult, not specified below
",35,38,35,38,31.5119,34.4411,--,Syria,Syria,
"bf5e75
",bf5e79,SY,SY,SY,040,04,"CONSULT
","Consult, not specified below
",35,38,35,38,35,38,--,Syria,Syria,
"bf5e75
",bf5e7c,SY,SY,SY,043,04,"CONSULT
","Host a visit
",34.9125,37.325,34.9125,37.325,34.9125,37.325,--,"Khattab, ?amah, Syria","Khattab, ?amah, Syria",
"bf5e75
",bf5e7b,SY,SY,SY,042,04,"CONSULT
","Make a visit
",34.9125,37.325,34.9125,37.325,34.9125,37.325,--,"Khattab, ?amah, Syria","Khattab, ?amah, Syria",
"bf5e75
",bf5e7c,SY,SY,SY,043,04,"CONSULT
","Host a visit
",34.9125,37.325,34.9125,37.325,34.9125,37.325,--,"Khattab, ?amah, Syria","Khattab, ?amah, Syria",
"bf5e75
",bf5e7c,SY,SY,SY,043,04,"CONSULT
","Host a visit
",35,38,35,38,35,38,--,Syria,Syria,
"bf5e75
",bf5e7b,SY,SY,SY,042,04,"CONSULT
","Make a visit
",34.9125,37.325,34.9125,37.325,34.9125,37.325,--,"Khattab, ?amah, Syria","Khattab, ?amah, Syria",
"bf5e75
",bf5e7b,SY,SY,SY,042,04,"CONSULT
","Make a visit
",35,38,35,38,35,38,--,Syria,Syria,
"e9c392
",e9c396,SY,SY,SY,112,11,"DISAPPROVE
","Accuse, not specified below
",35.5148,35.7768,35.5148,35.7768,35.5148,35.7768,--,"Latakia, Al Ladhiqiyah, Syria","Latakia, Al Ladhiqiyah, Syria",
"e9c392
",e9c396,SY,SY,SY,112,11,"DISAPPROVE
","Accuse, not specified below
",33.5,36.3,33.5,36.3,33.5,36.3,--,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",
"e9c392
",e9c396,SY,SY,SY,112,11,"DISAPPROVE
","Accuse, not specified below
",33.5,36.3,33.5,36.3,33.5,36.3,--,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",
"c1f827
",c1f833,IS,SY,SY,0841,08,"YIELD
","Return, release person(s)
",31.5,34.75,33.5,36.3,33.5,36.3,--,Israel,"Damascus, Dimashq, Syria",
"c1f827
",c1f833,IS,SY,SY,0841,08,"YIELD
","Return, release person(s)
",31.5,34.75,33.5,36.3,33.5,36.3,--,Israel,"Damascus, Dimashq, Syria",
"c1f827
",c1f833,IS,SY,SY,0841,08,"YIELD
","Return, release person(s)
",31.5,34.75,33.5,36.3,33.5,36.3,--,Israel,"Damascus, Dimashq, Syria",
"c1f827
",c1f833,IS,SY,SY,0841,08,"YIELD
","Return, release person(s)
",31.5,34.75,33.5,36.3,33.5,36.3,--,Israel,"Damascus, Dimashq, Syria",
"c1f827
",c1f833,IS,SY,SY,0841,08,"YIELD
","Return, release person(s)
",31.5,34.75,35,38,35,38,--,Israel,Syria,
"c1f827
",c1f833,IS,IS,SY,0841,08,"YIELD
","Return, release person(s)
",31.5,34.75,31.5,34.75,35,38,--,Israel,Israel,
"c1f827
",c1f833,IS,SY,SY,0841,08,"YIELD
","Return, release person(s)
",31.5,34.75,35,38,35,38,--,Israel,Syria,
"57144e
",571454,KU,KU,KU,141,14,"PROTEST
","Demonstrate or rally
",29.2533,47.7878,29.2533,47.7878,29.2533,47.7878,--,"Sulaibiya, Kuwait (general), Kuwait","Sulaibiya, Kuwait (general), Kuwait",
"571d14
",571d1a,SY,LE,LE,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",33.5,36.3,33.8667,35.5,33.8678,35.5017,--,"Damascus, Dimashq, Syria","Shatila, Mont-Liban, Lebanon",
"571d14
",571d1a,SY,LE,SY,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",33.5,36.3,33.8678,35.5017,33.5,36.3,--,"Damascus, Dimashq, Syria","Sabra, Beyrouth, Lebanon",
"c1f827
",c1f833,SY,IZ,SY,0841,08,"YIELD
","Return, release person(s)
",33.5,36.3,33.3386,44.3939,33.5,36.3,--,"Damascus, Dimashq, Syria","Baghdad, Baghdad, Iraq",
"c1f827
",c1f833,LY,LY,LY,0841,08,"YIELD
","Return, release person(s)
",25,17,25,17,25,17,--,Libya,Libya,
"5f2fc4
",5f2fc6,SY,IZ,TU,020,02,"APPEAL
","Appeal, not specified below
",33.5,36.3,33.3386,44.3939,39,35,--,"Damascus, Dimashq, Syria","Baghdad, Baghdad, Iraq",
"5f2fc4
",5f2fc6,SY,SY,SY,020,02,"APPEAL
","Appeal, not specified below
",35,38,35,38,35,38,--,Syria,Syria,
"571d14
",571d1c,TU,SY,SY,170,17,"COERCE
","Coerce, not specified below 
",39,35,33.5,36.3,33.5,36.3,--,Turkey,"Damascus, Dimashq, Syria",
"571d14
",571d1a,US,SY,US,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",38,-97,35,38,38,-97,--,United States,Syria,
"571d14
",571d1a,US,US,US,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",38,-97,38,-97,38,-97,--,United States,United States,
"571d14
",571d20,SY,SY,SY,057,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Sign formal agreement
",33.5,36.3,33.5,36.3,33.5,36.3,--,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",
"571d14
",571d20,SY,SY,SY,057,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Sign formal agreement
",33.5,36.3,33.5,36.3,35.1318,36.7578,--,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",
"571d14
",571d20,SY,SY,SY,057,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Sign formal agreement
",33.5,36.3,33.5,36.3,33.5,36.3,--,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",
"571d14
",571d20,SY,SY,SY,057,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Sign formal agreement
",33.5,36.3,33.5,36.3,35.1318,36.7578,--,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",
"bf5e75
",bf5e7b,IZ,SY,SY,042,04,"CONSULT
","Make a visit
",33,44,35,38,35,38,--,Iraq,Syria,
"1d1831
",1d183b,IS,IS,IS,154,15,"EXHIBIT FORCE POSTURE
","Mobilize or increase armed forces 
",31.7667,35.2333,31.7667,35.2333,31.7667,35.2333,--,"Jerusalem, Israel (general), Israel","Jerusalem, Israel (general), Israel",
"bf5e75
",bf5e7c,SY,IZ,SY,043,04,"CONSULT
","Host a visit
",35,38,33,44,35,38,--,Syria,Iraq,
"5e75bf
",5e75c2,TU,TU,TU,030,03,"EXPRESS INTENT TO COOPERATE
","Express intent to cooperate, not specified below
",39.9272,32.8644,39.9272,32.8644,39.9272,32.8644,--,"Ankara, Ankara, Turkey","Ankara, Ankara, Turkey",
"5e75bf
",5e75c2,RS,TU,TU,030,03,"EXPRESS INTENT TO COOPERATE
","Express intent to cooperate, not specified below
",60,100,39.9272,32.8644,39.9272,32.8644,--,Russia,"Ankara, Ankara, Turkey",
"5e75bf
",5e75c2,SY,SY,SY,030,03,"EXPRESS INTENT TO COOPERATE
","Express intent to cooperate, not specified below
",35,38,35,38,35,38,--,Syria,Syria,
"c1f827
",c1f82f,SY,SY,SY,080,08,"YIELD
","Yield, not specified below 
",34.6684,36.2599,34.6684,36.2599,34.6684,36.2599,--,"Tel Kalakh, ?ims, Syria","Tel Kalakh, ?ims, Syria",
"c1f827
",c1f82f,PK,PK,PK,080,08,"YIELD
","Yield, not specified below 
",30,70,30,70,30,70,--,Pakistan,Pakistan,
"c1f827
",c1f833,TU,SY,TU,0841,08,"YIELD
","Return, release person(s)
",35.9025,36.0627,35.8143,36.3206,35.9025,36.0627,--,"Yayladagi, Hatay, Turkey","Jisr Al-Shughour, Idlib, Syria",
"ff4800
",ff4804,TU,SY,TU,013,01,"MAKE PUBLIC STATEMENT
","Make optimistic comment
",35.9025,36.0627,35.8143,36.3206,35.9025,36.0627,--,"Yayladagi, Hatay, Turkey","Jisr Al-Shughour, Idlib, Syria",
"c1f827
",c1f833,TU,SY,TU,0841,08,"YIELD
","Return, release person(s)
",35.9025,36.0627,35.8143,36.3206,35.9025,36.0627,--,"Yayladagi, Hatay, Turkey","Jisr Al-Shughour, Idlib, Syria",
"ff4800
",ff4808,EG,SY,SY,017,01,"MAKE PUBLIC STATEMENT
","Engage in symbolic act
",28.2364,33.6254,33.5,36.3,33.5,36.3,--,"Al-Tur, Janub Sina', Egypt","Damascus, Dimashq, Syria",
"ff4800
",ff4808,EG,JO,SY,017,01,"MAKE PUBLIC STATEMENT
","Engage in symbolic act
",28.2364,33.6254,31,36,33.5,36.3,--,"Al-Tur, Janub Sina', Egypt",Jordan,
"ff4800
",ff4808,IS,IS,EG,017,01,"MAKE PUBLIC STATEMENT
","Engage in symbolic act
",31.7667,35.2333,31.7667,35.2333,27,30,--,"Jerusalem, Israel (general), Israel","Jerusalem, Israel (general), Israel",
"ff4800
",ff4808,IS,LE,SY,017,01,"MAKE PUBLIC STATEMENT
","Engage in symbolic act
",31.7667,35.2333,33.8333,35.8333,33.5,36.3,--,"Jerusalem, Israel (general), Israel",Lebanon,
"ff4800
",ff4808,EG,JO,SY,017,01,"MAKE PUBLIC STATEMENT
","Engage in symbolic act
",27,30,31,36,35,38,--,Egypt,Jordan,
"ff4800
",ff4808,EG,SY,SY,017,01,"MAKE PUBLIC STATEMENT
","Engage in symbolic act
",27,30,35,38,35,38,--,Egypt,Syria,
"57144e
",571454,IS,EG,EG,141,14,"PROTEST
","Demonstrate or rally
",31.7667,35.2333,27,30,27,30,--,"Jerusalem, Israel (general), Israel",Egypt,
"57144e
",571454,EG,JO,EG,141,14,"PROTEST
","Demonstrate or rally
",27,30,31,36,27,30,--,Egypt,Jordan,
"57144e
",571454,EG,SY,EG,141,14,"PROTEST
","Demonstrate or rally
",27,30,35,38,27,30,--,Egypt,Syria,
"ff4800
",ff4808,EG,SY,SY,017,01,"MAKE PUBLIC STATEMENT
","Engage in symbolic act
",28.2364,33.6254,33.5,36.3,33.5,36.3,--,"Al-Tur, Janub Sina', Egypt","Damascus, Dimashq, Syria",
"ff4800
",ff4808,EG,JO,SY,017,01,"MAKE PUBLIC STATEMENT
","Engage in symbolic act
",28.2364,33.6254,31,36,33.5,36.3,--,"Al-Tur, Janub Sina', Egypt",Jordan,
"ff4800
",ff4808,IS,IS,EG,017,01,"MAKE PUBLIC STATEMENT
","Engage in symbolic act
",31.7667,35.2333,31.7667,35.2333,28.2364,33.6254,--,"Jerusalem, Israel (general), Israel","Jerusalem, Israel (general), Israel",
"ff4800
",ff4808,IS,LE,SY,017,01,"MAKE PUBLIC STATEMENT
","Engage in symbolic act
",31.7667,35.2333,33.8333,35.8333,33.5,36.3,--,"Jerusalem, Israel (general), Israel",Lebanon,
"571d21
",571d27,LE,LE,LE,060,06,"ENGAGE IN MATERIAL COOPERATION
","Engage in material cooperation, not specified below
",34.5428,36.0797,34.5428,36.0797,34.5428,36.0797,--,"Akkar, AakkâLE, Lebanon","Akkar, AakkâLE, Lebanon",
"bf5e75
",bf5e7c,LE,SY,SY,043,04,"CONSULT
","Host a visit
",34.6261,36.3772,34.6684,36.2599,34.6684,36.2599,--,"Wadi Khalid, AakkâLE, Lebanon","Tal Kalakh, ?ims, Syria",
"bf5e75
",bf5e82,SY,SY,SY,193,19,"FIGHT
","Fight with small arms and light weapons
",32.9049,35.8072,32.9049,35.8072,32.9049,35.8072,--,"Golan Heights, Syria (general), Syria","Golan Heights, Syria (general), Syria",
"ff4800
",ff4803,IS,IS,SY,012,01,"MAKE PUBLIC STATEMENT
","Make pessimistic comment
",31.5,34.75,31.5,34.75,32.9049,35.8072,--,Israel,Israel,
"17534d 
",175359,IS,IS,IS,075,07,"PROVIDE AID
","Grant asylum
",31.7667,35.2333,31.7667,35.2333,31.7667,35.2333,--,"Jerusalem, Israel (general), Israel","Jerusalem, Israel (general), Israel",
"17534d 
",175359,IS,GZ,IS,075,07,"PROVIDE AID
","Grant asylum
",31.7667,35.2333,8.73308,126.321,31.7667,35.2333,--,"Jerusalem, Israel (general), Israel",Gaza Strip,
"bf5e75
",bf5e7b,SY,SY,SY,042,04,"CONSULT
","Make a visit
",34.6684,36.2599,34.6684,36.2599,34.6684,36.2599,--,"Tal Kalakh, ?ims, Syria","Tal Kalakh, ?ims, Syria",
"17534d 
",175359,SY,SY,SY,075,07,"PROVIDE AID
","Grant asylum
",35,38,35,38,35,38,--,Syria,Syria,
"bf5e75
",bf5e7b,SY,LE,SY,042,04,"CONSULT
","Make a visit
",34.6684,36.2599,34.6261,36.3772,34.6684,36.2599,--,"Tal Kalakh, ?ims, Syria","Wadi Khalid, AakkâLE, Lebanon",
"bf5e75
",bf5e81,LE,LE,LE,192,19,"FIGHT
","Occupy territory
",33.8333,35.8333,33.8333,35.8333,33.8333,35.8333,--,Lebanon,Lebanon,
"bf5e75
",bf5e81,SY,LE,LE,192,19,"FIGHT
","Occupy territory
",35,38,33.8333,35.8333,33.8333,35.8333,--,Syria,Lebanon,
"bf5e75
",bf5e7c,SY,SY,SY,043,04,"CONSULT
","Host a visit
",34.6684,36.2599,34.6684,36.2599,34.6684,36.2599,--,"Tal Kalakh, ?ims, Syria","Tal Kalakh, ?ims, Syria",
"ff4800
",ff4803,SY,SY,SY,012,01,"MAKE PUBLIC STATEMENT
","Make pessimistic comment
",33.5,36.3,33.5,36.3,33.5,36.3,--,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",
"ff4800
",ff4801,SY,LE,LE,010,01,"MAKE PUBLIC STATEMENT
","Make statement, not specified below
",34.6684,36.2599,33.8719,35.5097,33.8719,35.5097,--,"Tall Kalakh, ?ims, Syria","Beirut, Beyrouth, Lebanon",
"bf5e75
",bf5e81,SY,LE,SY,192,19,"FIGHT
","Occupy territory
",34.6684,36.2599,33.8719,35.5097,34.6684,36.2599,--,"Tall Kalakh, ?ims, Syria","Beirut, Beyrouth, Lebanon",
"bf5e75
",bf5e81,SY,LE,LE,192,19,"FIGHT
","Occupy territory
",34.6684,36.2599,33.8719,35.5097,33.8719,35.5097,--,"Tall Kalakh, ?ims, Syria","Beirut, Beyrouth, Lebanon",
"bf5e75
",bf5e81,SY,SY,SY,192,19,"FIGHT
","Occupy territory
",32.6189,36.1021,32.6189,36.1021,32.6189,36.1021,--,"Deraa, Dara, Syria","Deraa, Dara, Syria",
"bf5e75
",bf5e81,SY,IS,SY,192,19,"FIGHT
","Occupy territory
",32.6189,36.1021,31.5,34.75,32.6189,36.1021,--,"Deraa, Dara, Syria",Israel,
"ff4800
",ff4804,SY,LE,LE,013,01,"MAKE PUBLIC STATEMENT
","Make optimistic comment
",35,38,33.8333,35.8333,33.8333,35.8333,--,Syria,Lebanon,
"ff4800
",ff4804,SY,SY,LE,013,01,"MAKE PUBLIC STATEMENT
","Make optimistic comment
",35,38,35,38,33.8333,35.8333,--,Syria,Syria,
"ff4800
",ff4801,SY,LE,LE,010,01,"MAKE PUBLIC STATEMENT
","Make statement, not specified below
",32.7359,35.7441,34.5428,36.0797,34.5428,36.0797,--,"Wadi Khaled, Al Qunaytirah, Syria","Akkar, AakkâLE, Lebanon",
"bf5e75
",bf5e81,SY,LE,SY,192,19,"FIGHT
","Occupy territory
",34.6684,36.2599,33.8333,35.8333,34.6684,36.2599,--,"Tall Kalakh, ?ims, Syria",Lebanon,
"bf5e75
",bf5e81,SY,LE,LE,192,19,"FIGHT
","Occupy territory
",34.6684,36.2599,33.8333,35.8333,33.8333,35.8333,--,"Tall Kalakh, ?ims, Syria",Lebanon,
"bf5e75
",bf5e81,SY,LE,SY,192,19,"FIGHT
","Occupy territory
",32.7359,35.7441,33.8333,35.8333,34.6684,36.2599,--,"Wadi Khaled, Al Qunaytirah, Syria",Lebanon,
"94c42f
",94c432,SY,SY,LE,120,12,"REJECT
","Reject, not specified below
",32.7359,35.7441,32.7359,35.7441,34.5428,36.0797,--,"Wadi Khaled, Al Qunaytirah, Syria","Wadi Khaled, Al Qunaytirah, Syria",
"94c42f
",94c432,SY,LE,LE,120,12,"REJECT
","Reject, not specified below
",32.7359,35.7441,34.5428,36.0797,34.5428,36.0797,--,"Wadi Khaled, Al Qunaytirah, Syria","Akkar, AakkâLE, Lebanon",
"571d14
",571d1a,IS,SY,SY,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",32.0667,34.7667,33.27,35.7697,33.27,35.7697,--,"Tel Aviv, Tel Aviv, Israel","Majd Al Shams, Al Qunaytirah, Syria",
"ff4800
",ff4804,SY,LE,LE,013,01,"MAKE PUBLIC STATEMENT
","Make optimistic comment
",34.6684,36.2599,33.8333,35.8333,33.8333,35.8333,--,"Tal Kalakh, ?ims, Syria",Lebanon,
"ff4800
",ff4804,LE,SY,LE,013,01,"MAKE PUBLIC STATEMENT
","Make optimistic comment
",33.8333,35.8333,34.6684,36.2599,33.8333,35.8333,--,Lebanon,"Tal Kalakh, ?ims, Syria",
"ff4800
",ff4804,LE,SY,LE,013,01,"MAKE PUBLIC STATEMENT
","Make optimistic comment
",33.8333,35.8333,34.6684,36.2599,33.8333,35.8333,--,Lebanon,"Tal Kalakh, ?ims, Syria",
"ff4800
",ff4804,LE,LE,LE,013,01,"MAKE PUBLIC STATEMENT
","Make optimistic comment
",33.8333,35.8333,33.8333,35.8333,33.8333,35.8333,--,Lebanon,Lebanon,
"571d14
",571d1a,IS,SY,SY,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",32.0667,34.7667,33.27,35.7697,33.27,35.7697,--,"Tel Aviv, Tel Aviv, Israel","Majd Al Shams, Al Qunaytirah, Syria",
"ff4800
",ff4801,SY,LE,SY,010,01,"MAKE PUBLIC STATEMENT
","Make statement, not specified below
",32.9049,35.8072,33.8333,35.8333,32.9049,35.8072,--,"Golan Heights, Syria (general), Syria",Lebanon,
"c1f827
",c1f82f,LE,LE,LE,080,08,"YIELD
","Yield, not specified below 
",33.8333,35.8333,33.8333,35.8333,33.8333,35.8333,--,Lebanon,Lebanon,
"c1f827
",c1f833,SY,LE,LE,084,08,"YIELD
","Return, release, not specified below
",32.7359,35.7441,33.8719,35.5097,33.8719,35.5097,--,"Wadi Khaled, Al Qunaytirah, Syria","Beirut, Beyrouth, Lebanon",
"94c42f
",94c432,SY,SY,SY,120,12,"REJECT
","Reject, not specified below
",34.6684,36.2599,34.6684,36.2599,34.6684,36.2599,--,"Tall Kalakh, ?ims, Syria","Tall Kalakh, ?ims, Syria",
