Event_COLOR_CODE,Event_ROOT_COLOR_CODE,Actor1Geo_CountryCode,Actor2Geo_CountryCode,ActionGeo_CountryCode,Event Code,Root Event Code,Main Reason,Reason,AC1_lat,AC1_lon,AC2_lat,AC2_lon,AC_lat,AC_lon,Source Url,Source City,Destination City,Keyword,Duplicate Entry
"bf5e75
",bf5e81,JO,IZ,IZ,192,19,"FIGHT
","Occupy territory
",31,36,33.8775,42.8819,33.8775,42.8819,"http://reliefweb.int/report/syrian-arab-republic/iraqjordanturkey-syrians-blocked-fleeing-war
",Jordan,"Zatari, Al Anbar, Iraq",,1
"17534d 
",175357,KU,KU,KU,073,07,"PROVIDE AID
","Provide humanitarian aid
",29.3375,47.6581,29.3375,47.6581,29.3375,47.6581,"http://www.kuna.net.kw/ArticleDetails.aspx?id=2319858&language=en
",Kuwait,Kuwait,,1
"17534d 
",175357,SY,LE,LE,073,07,"PROVIDE AID
","Provide humanitarian aid
",35,38,33.45,35.2972,33.45,35.2972,"http://www.iom.int/cms/render/live/en/sites/iom/home/news-and-views/press-briefing-notes/pbn-2013/pbn-listing/aid-deliveries-to-syrian-refugee.html
",Syria,"Sarafand, Liban-Sud, Lebanon",,1
"17534d 
",175357,SY,LE,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",35,38,33.45,35.2972,35,38,"http://www.iom.int/cms/render/live/en/sites/iom/home/news-and-views/press-briefing-notes/pbn-2013/pbn-listing/aid-deliveries-to-syrian-refugee.html
",Syria,"Sarafand, Liban-Sud, Lebanon",,1
"bf5e75
",bf5e7c,SY,SY,SY,043,04,"CONSULT
","Host a visit
",35,38,35,38,35,38,"http://news.yahoo.com/blogs/power-players-abc-news/life-syrian-refugee-look-inside-world-second-largest-110910811.html
",Syria,Syria,,1
"17534d 
",175357,SY,JO,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",35,38,31.1847,35.7047,35,38,"http://www.kuna.net.kw/ArticleDetails.aspx?id=2319858&language=en
",Syria,"Al-Karak, Jordan (general), Jordan",,1
"17534d 
",175357,SY,SY,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",35,38,35,38,35,38,"http://www.kuna.net.kw/ArticleDetails.aspx?id=2319858&language=en
",Syria,Syria,,1
"bf5e75
",bf5e7b,SY,TU,TU,042,04,"CONSULT
","Make a visit
",33.5,36.3,39,35,39,35,"http://www.middle-east-online.com/english/?id=59809
","Damascus, Dimashq, Syria",Turkey,,1
"bf5e75
",bf5e7c,TU,SY,TU,043,04,"CONSULT
","Host a visit
",39,35,33.5,36.3,39,35,"http://www.middle-east-online.com/english/?id=59809
",Turkey,"Damascus, Dimashq, Syria",,1
"571d21
",571d27,US,SY,US,060,06,"ENGAGE IN MATERIAL COOPERATION
","Engage in material cooperation, not specified below
",38.8951,-77.0364,35,38,38.8951,-77.0364,"http://www.zawya.com/story/US_envoy_Hezbollah_undermining_Lebanon-DS02072013_dsart*222249/
","Washington, District of Columbia, United States",Syria,,1
"571d21
",571d27,US,SY,SY,060,06,"ENGAGE IN MATERIAL COOPERATION
","Engage in material cooperation, not specified below
",38.8951,-77.0364,35,38,35,38,"http://www.zawya.com/story/US_envoy_Hezbollah_undermining_Lebanon-DS02072013_dsart*222249/
","Washington, District of Columbia, United States",Syria,,1
"5e75bf
",5e75c8,JO,JO,JO,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",32.3429,36.208,32.3429,36.208,32.3429,36.208,"http://www.kccu.org/post/new-kind-ikea-hack-flat-packs-head-refugee-camps
","Mafraq, Jordan (general), Jordan","Mafraq, Jordan (general), Jordan",,1
"5e75bf
",5e75c8,JO,JO,JO,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",31,36,31,36,31,36,"http://www.npr.org/blogs/parallels/2013/06/27/196356373/new-kind-of-ikea-hack-flat-packs-head-to-refugee-camps?ft=1&f=1006
",Jordan,Jordan,,1
"bf5e75
",bf5e79,RS,US,US,040,04,"CONSULT
","Consult, not specified below
",55.7522,37.6156,42.1497,-74.9384,42.1497,-74.9384,"BBC Monitoring
","Moscow, Moskva, Russia","New York, United States",,1
"bf5e75
",bf5e79,US,US,US,040,04,"CONSULT
","Consult, not specified below
",42.1497,-74.9384,42.1497,-74.9384,42.1497,-74.9384,"BBC Monitoring
","New York, United States","New York, United States",,1
"5f2fc4
",5f2fc6,LE,LE,LE,020,02,"APPEAL
","Appeal, not specified below
",33.8719,35.5097,33.8719,35.5097,33.8719,35.5097,"http://al-shorfa.com/en_GB/articles/meii/features/2013/07/02/feature-02
","Beirut, Beyrouth, Lebanon","Beirut, Beyrouth, Lebanon",,1
"571d14
",571d1a,LE,SY,SY,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",33.8719,35.5097,35,38,35,38,"http://al-shorfa.com/en_GB/articles/meii/features/2013/07/02/feature-02
","Beirut, Beyrouth, Lebanon",Syria,,1
"bf5e75
",bf5e7b,SY,SY,LE,042,04,"CONSULT
","Make a visit
",35,38,35,38,33.6667,35.8333,"http://reliefweb.int/report/lebanon/un-humanitarian-chief-calls-more-support-refugees-and-host-communities-lebanon-enar
",Syria,Syria,,1
"bf5e75
",bf5e7b,SY,SY,LE,042,04,"CONSULT
","Make a visit
",35,38,35,38,33.8333,35.8333,"http://www.unmultimedia.org/radio/english/2013/07/amos-calls-for-more-support-for-refugees-and-host-communities-in-lebanon/
",Syria,Syria,,1
"571d14
",571d1a,SY,JO,SY,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",35,38,31,36,35,38,"http://reliefweb.int/report/lebanon/adra-supports-womens-health
",Syria,Jordan,,1
"bf5e75
",bf5e76,RS,RS,RS,100,10,"DEMAND
","Demand, not specified below
",55.7522,37.6156,55.7522,37.6156,55.7522,37.6156,"BBC Monitoring
","Moscow, Moskva, Russia","Moscow, Moskva, Russia",,1
"bf5e75
",bf5e76,SY,JO,JO,100,10,"DEMAND
","Demand, not specified below
",35,38,31.95,35.9333,31.95,35.9333,"http://en.ammonnews.net/article.aspx?articleno=21987
",Syria,"Amman, (JO11), Jordan",,1
"bf5e75
",bf5e79,US,RS,US,040,04,"CONSULT
","Consult, not specified below
",42.1497,-74.9384,55.7522,37.6156,42.1497,-74.9384,"BBC Monitoring
","New York, United States","Moscow, Moskva, Russia",,1
"bf5e75
",bf5e7c,SY,SY,LE,043,04,"CONSULT
","Host a visit
",35,38,35,38,33.6667,35.8333,"http://reliefweb.int/report/lebanon/un-humanitarian-chief-calls-more-support-refugees-and-host-communities-lebanon-enar
",Syria,Syria,,1
"bf5e75
",bf5e7c,SY,SY,LE,043,04,"CONSULT
","Host a visit
",35,38,35,38,33.8333,35.8333,"http://www.unmultimedia.org/radio/english/2013/07/amos-calls-for-more-support-for-refugees-and-host-communities-in-lebanon/
",Syria,Syria,,1
"bf5e75
",bf5e7b,SY,TU,TU,042,04,"CONSULT
","Make a visit
",33.5,36.3,39,35,39,35,"http://en.ammonnews.net/article.aspx?articleno=21973
","Damascus, Dimashq, Syria",Turkey,,1
"bf5e75
",bf5e7c,TU,SY,TU,043,04,"CONSULT
","Host a visit
",39,35,33.5,36.3,39,35,"http://en.ammonnews.net/article.aspx?articleno=21973
",Turkey,"Damascus, Dimashq, Syria",,1
"17534d 
",175359,CA,SY,CA,075,07,"PROVIDE AID
","Grant asylum
",60,-95,35,38,60,-95,"http://thechronicleherald.ca/canada/1139556-1300-syrian-refugees-headed-to-canada&c=FXcDVIPhxY2pZZLD3ykCSTuJ0N0lPbBd4Jte4R7YV88&mkt=en-us
",Canada,Syria,,1
"17534d 
",175359,CA,SY,SY,075,07,"PROVIDE AID
","Grant asylum
",60,-95,35,38,35,38,"http://www.huffingtonpost.ca/2013/07/03/jason-kenney-syrian-refugees_n_3541925.html?utm_hp_ref=canada-politics
",Canada,Syria,,1
"17534d 
",175359,SY,SY,CA,075,07,"PROVIDE AID
","Grant asylum
",35,38,35,38,60,-95,"http://metronews.ca/news/canada/726856/canada-to-resettle-up-to-1300-syrian-refugees/
",Syria,Syria,,1
"571d21
",571d27,CA,SY,SY,060,06,"ENGAGE IN MATERIAL COOPERATION
","Engage in material cooperation, not specified below
",45.4167,-75.7,35,38,35,38,"http://metronews.ca/news/canada/727437/canada-opens-door-to-1300-syrian-refugees/
","Ottawa, Ontario, Canada",Syria,,1
"17534d 
",175354,RS,RS,RS,070,07,"PROVIDE AID
","Provide aid, not specified below
",52.5242,32.839,52.5242,32.839,52.5242,32.839,"BBC Monitoring
","Dedov, Bryanskaya Oblast', Russia","Dedov, Bryanskaya Oblast', Russia",,1
"5f2fc4
",5f2fcb,CA,SY,SY,025,02,"APPEAL
","Appeal to yield
",60,-95,35,38,35,38,"http://www.stcatharinesstandard.ca/2013/07/03/canada-to-begin-accepting-syrian-refugees
",Canada,Syria,,1
"5e75bf
",5e75c2,CA,SY,CA,030,03,"EXPRESS INTENT TO COOPERATE
","Express intent to cooperate, not specified below
",60,-95,35,38,60,-95,"http://reliefweb.int/report/syrian-arab-republic/canada-resettle-1300-syrian-refugees-end-2014
",Canada,Syria,,1
"5e75bf
",5e75c2,SY,SY,CA,030,03,"EXPRESS INTENT TO COOPERATE
","Express intent to cooperate, not specified below
",35,38,35,38,60,-95,"http://reliefweb.int/report/syrian-arab-republic/canada-resettle-1300-syrian-refugees-end-2014
",Syria,Syria,,1
"5e75bf
",5e75c5,SY,TU,SY,0333,03,"EXPRESS INTENT TO COOPERATE
","Express intent to provide humanitarian aid
",35,38,39,35,35,38,"http://ca.news.yahoo.com/canada-accept-1-300-syrian-refugees-012231847.html
",Syria,Turkey,,1
"5e75bf
",5e75c5,TU,TU,TU,0333,03,"EXPRESS INTENT TO COOPERATE
","Express intent to provide humanitarian aid
",39,35,39,35,39,35,"http://www.cbc.ca/news/world/story/2013/07/03/pol-syria-refugees-canada.html
",Turkey,Turkey,,1
"bf5e75
",bf5e7c,CA,SY,SY,043,04,"CONSULT
","Host a visit
",60,-95,35,38,35,38,"http://thechronicleherald.ca/canada/1139556-1300-syrian-refugees-headed-to-canada&c=FXcDVIPhxY2pZZLD3ykCSTuJ0N0lPbBd4Jte4R7YV88&mkt=en-us
",Canada,Syria,,1
"bf5e75
",bf5e7c,SY,SY,SY,043,04,"CONSULT
","Host a visit
",35,38,35,38,35,38,"http://thechronicleherald.ca/canada/1139556-1300-syrian-refugees-headed-to-canada&c=FXcDVIPhxY2pZZLD3ykCSTuJ0N0lPbBd4Jte4R7YV88&mkt=en-us
",Syria,Syria,,1
"571d21
",571d27,CA,CA,CA,060,06,"ENGAGE IN MATERIAL COOPERATION
","Engage in material cooperation, not specified below
",45.4167,-75.7,45.4167,-75.7,45.4167,-75.7,"http://www.sys-con.com/node/2724853
","Ottawa, Ontario, Canada","Ottawa, Ontario, Canada",,1
"571d21
",571d27,CA,SY,CA,060,06,"ENGAGE IN MATERIAL COOPERATION
","Engage in material cooperation, not specified below
",45.4167,-75.7,35,38,45.4167,-75.7,"http://www.sys-con.com/node/2724853
","Ottawa, Ontario, Canada",Syria,,1
"17534d 
",175359,CA,CA,CA,075,07,"PROVIDE AID
","Grant asylum
",45.4167,-75.7,45.4167,-75.7,45.4167,-75.7,"http://www.ipolitics.ca/2013/07/03/canada-to-resettle-up-to-1300-syrian-refugees-2/
","Ottawa, Ontario, Canada","Ottawa, Ontario, Canada",,1
"17534d 
",175359,CA,SY,CA,075,07,"PROVIDE AID
","Grant asylum
",45.4167,-75.7,35,38,45.4167,-75.7,"http://www.ipolitics.ca/2013/07/03/canada-to-resettle-up-to-1300-syrian-refugees-2/
","Ottawa, Ontario, Canada",Syria,,1
"17534d 
",175359,CA,SY,SY,075,07,"PROVIDE AID
","Grant asylum
",45.4167,-75.7,35,38,35,38,"http://metronews.ca/news/canada/727437/canada-opens-door-to-1300-syrian-refugees/
","Ottawa, Ontario, Canada",Syria,,1
"17534d 
",175359,BT,BT,BT,075,07,"PROVIDE AID
","Grant asylum
",27.5,90.5,27.5,90.5,27.5,90.5,"http://www2.macleans.ca/2013/07/03/canada-to-resettle-1300-syrian-refugees-by-end-of-2014-immigration-minister/
",Bhutan,Bhutan,,1
"17534d 
",175359,CA,CA,CA,075,07,"PROVIDE AID
","Grant asylum
",60,-95,60,-95,60,-95,"http://www.irishsun.com/index.php/sid/215608483/scat/a9927dde6777aafc
",Canada,Canada,,1
"17534d 
",175359,CA,SY,CA,075,07,"PROVIDE AID
","Grant asylum
",60,-95,35,38,60,-95,"http://news.yahoo.com/canada-resettle-1-300-syrian-refugees-end-2014-174319639.html
",Canada,Syria,,1
"17534d 
",175359,CA,SY,SY,075,07,"PROVIDE AID
","Grant asylum
",60,-95,35,38,35,38,"http://reliefweb.int/report/syrian-arab-republic/canada-resettle-1300-syrian-refugees-end-2014
",Canada,Syria,,1
"17534d 
",175359,SY,SY,SY,075,07,"PROVIDE AID
","Grant asylum
",35,38,35,38,35,38,"http://www.ctvnews.ca/canada/canada-to-resettle-1-300-syrian-refugees-by-end-of-2014-1.1351886
",Syria,Syria,,1
"17534d 
",175359,TU,CA,CA,075,07,"PROVIDE AID
","Grant asylum
",39,35,60,-95,60,-95,"http://ca.news.yahoo.com/canada-resettle-1-300-syrian-refugees-end-2014-174005753.html
",Turkey,Canada,,1
"17534d 
",175359,TU,CA,TU,075,07,"PROVIDE AID
","Grant asylum
",39,35,60,-95,39,35,"http://ca.news.yahoo.com/canada-resettle-1-300-syrian-refugees-end-2014-174005753.html
",Turkey,Canada,,1
"5e75bf
",5e75c2,RS,RS,RS,030,03,"EXPRESS INTENT TO COOPERATE
","Express intent to cooperate, not specified below
",52.5242,32.839,49.306,40.5174,49.306,40.5174,"BBC Monitoring
","Dedov, Bryanskaya Oblast', Russia","Sadovnichiy, Rostovskaya Oblast', Russia",,1
"5e75bf
",5e75c8,JO,JO,JO,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",32.3429,36.208,32.3429,36.208,32.3429,36.208,"http://www.wmra.org/post/new-kind-ikea-hack-flat-packs-head-refugee-camps
","Mafraq, Jordan (general), Jordan","Mafraq, Jordan (general), Jordan",,1
"5f2fc4
",5f2fc6,LE,SY,LE,020,02,"APPEAL
","Appeal, not specified below
",33.8333,35.8333,33.5,36.3,33.8333,35.8333,"http://www.presstv.ir/detail/2013/07/03/311997/un-calls-for-aid-to-lebanon-over-refugees/
",Lebanon,"Damascus, Dimashq, Syria",,1
"17534d 
",175359,LE,SY,LE,075,07,"PROVIDE AID
","Grant asylum
",33.6667,35.8333,35,38,33.6667,35.8333,"http://www.4-traders.com/news/CIDA-Canadian-International-Development-Agency-Canada-supports-Syrian-refugees-during-humanitari--17067591/
","Bekaa, Béa, Lebanon",Syria,,1
"17534d 
",175359,LE,SY,SY,075,07,"PROVIDE AID
","Grant asylum
",33.6667,35.8333,35,38,35,38,"http://www.4-traders.com/news/CIDA-Canadian-International-Development-Agency-Canada-supports-Syrian-refugees-during-humanitari--17067591/
","Bekaa, Béa, Lebanon",Syria,,1
"bf5e75
",bf5e78,SY,SY,TU,102,10,"DEMAND
","Demand policy support
",33.5,36.3,33.5,36.3,39,35,"http://www.presstv.ir/detail/2013/07/03/311997/un-calls-for-aid-to-lebanon-over-refugees/
","Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,1
"f82758
",f8275c,LE,SY,LE,130,13,"THREATEN
","Threaten, not specified below
",33.8719,35.5097,35.9306,36.6339,33.8719,35.5097,"http://www.kxnet.com/story/22749610/syrian-troops-battle-to-retake-rebel-held-areas
","Beirut, Beyrouth, Lebanon","Idlib, Idlib, Syria",,1
"f82758
",f8275c,LE,LE,LE,130,13,"THREATEN
","Threaten, not specified below
",33.8719,35.5097,33.8719,35.5097,33.8719,35.5097,"http://www.kxnet.com/story/22749610/syrian-troops-battle-to-retake-rebel-held-areas
","Beirut, Beyrouth, Lebanon","Beirut, Beyrouth, Lebanon",,1
"f82758
",f8275c,LE,SY,LE,130,13,"THREATEN
","Threaten, not specified below
",33.8333,35.8333,35.9306,36.6339,33.8333,35.8333,"http://www.dailystar.com.lb/News/Middle-East/2013/Jul-03/222461-syrian-troops-battle-to-retake-rebel-held-areas.ashx
",Lebanon,"Idlib, Idlib, Syria",,1
"f82758
",f8275c,LE,LE,LE,130,13,"THREATEN
","Threaten, not specified below
",33.8333,35.8333,33.8333,35.8333,33.8333,35.8333,"http://www.dailystar.com.lb/News/Middle-East/2013/Jul-03/222461-syrian-troops-battle-to-retake-rebel-held-areas.ashx
",Lebanon,Lebanon,,1
"f82758
",f8275c,LE,SY,SY,130,13,"THREATEN
","Threaten, not specified below
",33.8719,35.5097,33.5,36.3,33.5,36.3,"http://www.nst.com.my/latest/syrian-aircraft-scatter-leaflets-in-north-1.312538?localLinksEnabled=false&cache=03/7.202804/7.203272?page=0?page=0?page=0
","Beirut, Beyrouth, Lebanon","Damascus, Dimashq, Syria",,1
"f82758
",f8275c,LE,SY,SY,130,13,"THREATEN
","Threaten, not specified below
",33.8333,35.8333,33.5,36.3,33.5,36.3,"http://cnsnews.com/news/article/syrian-aircraft-scatter-leaflets-north
",Lebanon,"Damascus, Dimashq, Syria",,1
"5f2fc4
",5f2fc6,IR,IR,IR,020,02,"APPEAL
","Appeal, not specified below
",32,53,32,53,32,53,"http://www.presstv.ir/detail/2013/07/03/311987/foreign-aid-to-syria-militants-must-end/
",Iran,Iran,,1
"5f2fc4
",5f2fc6,NO,SY,SY,020,02,"APPEAL
","Appeal, not specified below
",62,10,33.5,36.3,33.5,36.3,"http://www.iran-daily.com/1392/4/13/MainPaper/4546/Page/3/?NewsID=95835
",Norway,"Damascus, Dimashq, Syria",,1
"5f2fc4
",5f2fc6,SY,IR,IR,020,02,"APPEAL
","Appeal, not specified below
",35,38,32,53,32,53,"http://www.presstv.ir/detail/2013/07/03/311987/foreign-aid-to-syria-militants-must-end/
",Syria,Iran,,1
"bf5e75
",bf5e76,NO,SY,NO,100,10,"DEMAND
","Demand, not specified below
",62,10,33.5,36.3,62,10,"http://www.iran-daily.com/1392/4/13/MainPaper/4546/Page/3/?NewsID=95835
",Norway,"Damascus, Dimashq, Syria",,1
"571d14
",571d20,SY,IS,SY,174,17,"COERCE
","Expel or deport individuals
",35,38,31.5,34.75,35,38,"http://english.pnn.ps/index.php/politics/5098-abbas-stresses-non-interference-in-arab-affairs
",Syria,Israel,,1
"bf5e75
",bf5e79,SY,SY,SY,040,04,"CONSULT
","Consult, not specified below
",33.5,36.3,33.5,36.3,33.5,36.3,"http://www.presstv.ir/detail/2013/07/03/311997/un-calls-for-aid-to-lebanon-over-refugees/
","Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,1
"bf5e75
",bf5e7b,SY,SY,LE,042,04,"CONSULT
","Make a visit
",35,38,35,38,33.8333,35.8333,"http://www.gbcghana.com/index.php?id=1.1440394
",Syria,Syria,,1
"17534d 
",175354,SY,SY,SY,070,07,"PROVIDE AID
","Provide aid, not specified below
",35,38,35,38,35,38,"http://ca.news.yahoo.com/canada-resettle-1-300-syrian-refugees-end-2014-174005753.html
",Syria,Syria,,1
"bf5e75
",bf5e7b,NP,NP,NP,042,04,"CONSULT
","Make a visit
",28,84,28,84,28,84,"http://thechronicleherald.ca/canada/1139556-1300-syrian-refugees-headed-to-canada&c=FXcDVIPhxY2pZZLD3ykCSTuJ0N0lPbBd4Jte4R7YV88&mkt=en-us
",Nepal,Nepal,,1
"bf5e75
",bf5e7b,NP,SY,NP,042,04,"CONSULT
","Make a visit
",28,84,35,38,28,84,"http://thechronicleherald.ca/canada/1139556-1300-syrian-refugees-headed-to-canada&c=FXcDVIPhxY2pZZLD3ykCSTuJ0N0lPbBd4Jte4R7YV88&mkt=en-us
",Nepal,Syria,,1
"c1f827
",c1f82f,SY,JO,SY,080,08,"YIELD
","Yield, not specified below 
",33.5,36.3,31,36,33.5,36.3,"http://cnsnews.com/news/article/syrian-army-drops-leaflets-north-amid-fighting
","Damascus, Dimashq, Syria",Jordan,,1
"c1f827
",c1f82f,SY,JO,SY,080,08,"YIELD
","Yield, not specified below 
",35.9306,36.6339,31,36,35.9306,36.6339,"http://www.dailystar.com.lb/News/Middle-East/2013/Jul-03/222461-syrian-troops-battle-to-retake-rebel-held-areas.ashx
","Idlib, Idlib, Syria",Jordan,,1
"c1f827
",c1f82f,SY,LE,SY,080,08,"YIELD
","Yield, not specified below 
",33.5,36.3,33.8719,35.5097,33.5,36.3,"http://www.northjersey.com/news/international/Syrian_army_drops_leaflets_in_north_amid_fighting.html?page=all&c=ShrJJ08Uf9VtS9ezgRVn59FSbz6UHWgi-DshUi99FKE&mkt=en-us
","Damascus, Dimashq, Syria","Beirut, Beyrouth, Lebanon",,1
"c1f827
",c1f82f,SY,LE,SY,080,08,"YIELD
","Yield, not specified below 
",33.5,36.3,33.8333,35.8333,33.5,36.3,"http://cnsnews.com/news/article/syrian-army-drops-leaflets-north-amid-fighting
","Damascus, Dimashq, Syria",Lebanon,,1
"c1f827
",c1f82f,SY,TU,SY,080,08,"YIELD
","Yield, not specified below 
",33.5,36.3,39,35,33.5,36.3,"http://cnsnews.com/news/article/syrian-army-drops-leaflets-north-amid-fighting
","Damascus, Dimashq, Syria",Turkey,,1
"c1f827
",c1f82f,SY,LE,SY,080,08,"YIELD
","Yield, not specified below 
",35.9306,36.6339,33.8719,35.5097,35.9306,36.6339,"http://www.kxnet.com/story/22749610/syrian-troops-battle-to-retake-rebel-held-areas
","Idlib, Idlib, Syria","Beirut, Beyrouth, Lebanon",,1
"c1f827
",c1f82f,SY,LE,SY,080,08,"YIELD
","Yield, not specified below 
",35.9306,36.6339,33.8333,35.8333,35.9306,36.6339,"http://www.dailystar.com.lb/News/Middle-East/2013/Jul-03/222461-syrian-troops-battle-to-retake-rebel-held-areas.ashx
","Idlib, Idlib, Syria",Lebanon,,1
