Event_COLOR_CODE,Event_ROOT_COLOR_CODE,Actor1Geo_CountryCode,Actor2Geo_CountryCode,ActionGeo_CountryCode,Event Code,Root Event Code,Main Reason,Reason,AC1_lat,AC1_lon,AC2_lat,AC2_lon,AC_lat,AC_lon,Source Url,Source City,Destination City,Keyword,Duplicate Entry
"17534d 
",175357,EG,EG,EG,073,07,"PROVIDE AID
","Provide humanitarian aid
",31.2565,32.2841,31.2565,32.2841,31.2565,32.2841,--,"Port Said, Bur Said, Egypt","Port Said, Bur Said, Egypt",,1
"17534d 
",175357,SY,SY,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",35,38,35,38,35,38,--,Syria,Syria,,20
"bf5e75
",bf5e7f,SY,SY,SY,190,19,"FIGHT
","Use conventional military force, not specified below
",33.5,36.3,33.5,36.3,33.5,36.3,--,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,23
"bf5e75
",bf5e7f,IS,SY,SY,190,19,"FIGHT
","Use conventional military force, not specified below
",31.5,34.75,33.5,36.3,33.5,36.3,--,Israel,"Damascus, Dimashq, Syria",,5
"5e75bf
",5e75c8,JO,SY,SY,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",31.95,35.9333,35,38,35,38,--,"Amman, (JO11), Jordan",Syria,,5
"5e75bf
",5e75c8,SY,SY,SY,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",35,38,35,38,35,38,--,Syria,Syria,,16
"c1f827
",c1f833,AG,AG,AG,0841,08,"YIELD
","Return, release person(s)
",28,3,28,3,28,3,--,Algeria,Algeria,,1
"bf5e75
",bf5e7f,SY,IS,SY,190,19,"FIGHT
","Use conventional military force, not specified below
",33.5,36.3,31.5,34.75,33.5,36.3,--,"Damascus, Dimashq, Syria",Israel,,7
"5e75bf
",5e75c8,SY,JO,SY,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",35,38,31.95,35.9333,35,38,--,Syria,"Amman, (JO11), Jordan",,7
"571d14
",571d1a,SY,SY,TU,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",35.9917,36.3942,35.9917,36.3942,39,35,--,"Darkush, Idlib, Syria","Darkush, Idlib, Syria",,7
"571d14
",571d1a,SY,SY,TU,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",33.5,36.3,33.5,36.3,39,35,--,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,7
"571d14
",571d1a,TU,SY,TU,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",39,35,35.9917,36.3942,39,35,--,"Anatolia, Turkey (general), Turkey","Darkush, Idlib, Syria",,7
"571d14
",571d1a,TU,SY,TU,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",39,35,33.5,36.3,39,35,--,"Anatolia, Turkey (general), Turkey","Damascus, Dimashq, Syria",,7
"571d14
",571d1a,TU,SY,TU,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",39,35,35,38,39,35,--,"Anatolia, Turkey (general), Turkey",Syria,,7
"571d14
",571d1a,SY,SY,TU,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",35,38,35,38,39,35,--,Syria,Syria,,1
"57144e
",571454,IS,SY,SY,141,14,"PROTEST
","Demonstrate or rally
",31.5,34.75,35,38,35,38,--,Israel,Syria,,3
"571d14
",571d21,JO,SY,SY,175,17,"COERCE
","Use tactics of violent repression  
",31.95,35.9333,35,38,35,38,--,"Amman, (JO11), Jordan",Syria,,3
"571d14
",571d21,JO,SY,JO,175,17,"COERCE
","Use tactics of violent repression  
",31.95,35.9333,35,38,31.95,35.9333,--,"Amman, (JO11), Jordan",Syria,,3
"bf5e75
",bf5e7c,QA,SY,SY,043,04,"CONSULT
","Host a visit
",25.2867,51.5333,33.5,36.3,33.5,36.3,--,"Doha, Ad Daw?ah, Qatar","Damascus, Dimashq, Syria",,3
"bf5e75
",bf5e82,SY,SY,SY,193,19,"FIGHT
","Fight with small arms and light weapons
",33.459,36.2374,33.5,36.3,33.5,36.3,--,"Daraya, Rif Dimashq, Syria","Damascus, Dimashq, Syria",,3
"bf5e75
",bf5e82,SY,IS,SY,193,19,"FIGHT
","Fight with small arms and light weapons
",33.5,36.3,31.5,34.75,33.5,36.3,--,"Damascus, Dimashq, Syria",Israel,,3
"5f2fc4
",5f2fc6,SY,SY,SY,020,02,"APPEAL
","Appeal, not specified below
",32.6288,36.2243,32.6288,36.2243,32.6288,36.2243,--,"Saida, Dara, Syria","Saida, Dara, Syria",,3
"c1f827
",c1f82f,SY,SY,LE,080,08,"YIELD
","Yield, not specified below 
",35,38,35,38,33.8961,35.5008,--,Syria,Syria,,3
"c1f827
",c1f82f,SY,SY,SY,080,08,"YIELD
","Yield, not specified below 
",35,38,35,38,35,38,--,Syria,Syria,,24
"bf5e75
",bf5e7b,TS,TS,TS,042,04,"CONSULT
","Make a visit
",34,9,34,9,34,9,--,Tunisia,Tunisia,,24
"57144e
",571453,SY,JO,SY,140,14,"PROTEST
","Engage in political dissent, not specified below
",35,38,32.3429,36.208,35,38,--,Syria,"Mafraq, Jordan (general), Jordan",,24
"57144e
",571453,SY,JO,SY,140,14,"PROTEST
","Engage in political dissent, not specified below
",35,38,31.95,35.9333,35,38,--,Syria,"Amman, (JO11), Jordan",,1
"bf5e75
",bf5e7b,SZ,SZ,SZ,042,04,"CONSULT
","Make a visit
",46.1956,6.14811,46.1956,6.14811,46.1956,6.14811,--,"Geneva, Genè, Switzerland","Geneva, Genè, Switzerland",,1
"bf5e75
",bf5e7b,SY,TU,TU,042,04,"CONSULT
","Make a visit
",33.5,36.3,39,35,39,35,--,"Damascus, Dimashq, Syria",Turkey,,1
"bf5e75
",bf5e7b,SY,TU,TU,042,04,"CONSULT
","Make a visit
",35,38,39,35,39,35,--,Syria,Turkey,,2
"bf5e75
",bf5e7c,SY,SY,SY,043,04,"CONSULT
","Host a visit
",33.5,36.3,33.5,36.3,33.5,36.3,--,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,15
"bf5e75
",bf5e7c,US,US,US,043,04,"CONSULT
","Host a visit
",42.4581,-79.0761,42.4581,-79.0761,42.4581,-79.0761,--,"Nashville, New York, United States","Nashville, New York, United States",,15
"bf5e75
",bf5e7c,IZ,IZ,IZ,043,04,"CONSULT
","Host a visit
",33,44,33,44,33,44,--,Iraq,Iraq,,15
"bf5e75
",bf5e7c,IZ,SY,IZ,043,04,"CONSULT
","Host a visit
",33,44,35,38,33,44,--,Iraq,Syria,,15
"bf5e75
",bf5e7c,SY,SY,SY,043,04,"CONSULT
","Host a visit
",35,38,35,38,35,38,--,Syria,Syria,,44
"bf5e75
",bf5e7c,TU,SY,TU,043,04,"CONSULT
","Host a visit
",39,35,33.5,36.3,39,35,--,Turkey,"Damascus, Dimashq, Syria",,44
"bf5e75
",bf5e7c,TS,TS,TS,043,04,"CONSULT
","Host a visit
",34,9,34,9,34,9,--,Tunisia,Tunisia,,44
"17534d 
",175357,SY,SY,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",33.5,36.3,33.5,36.3,33.5,36.3,--,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,6
"17534d 
",175357,IZ,SY,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",33.3386,44.3939,33.5,36.3,33.5,36.3,--,"Baghdad, Baghdad, Iraq","Damascus, Dimashq, Syria",,6
"17534d 
",175357,IZ,SY,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",33,44,33.5,36.3,33.5,36.3,--,Iraq,"Damascus, Dimashq, Syria",,6
"5f2fc4
",5f2fc9,SY,SY,SY,0233,02,"APPEAL
","Appeal for humanitarian aid
",33.5,36.3,33.5,36.3,33.5,36.3,--,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,5
"bf5e75
",bf5e7c,JO,SY,JO,043,04,"CONSULT
","Host a visit
",31,36,36.2028,37.1586,31,36,--,Jordan,"Aleppo, ?alab, Syria",,5
"17534d 
",175357,JO,SY,JO,073,07,"PROVIDE AID
","Provide humanitarian aid
",31.95,35.9333,35,38,31.95,35.9333,--,"Amman, (JO11), Jordan",Syria,,4
"17534d 
",175357,JO,SY,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",31.95,35.9333,35,38,35,38,--,"Amman, (JO11), Jordan",Syria,,1
"144e57
",144e62,JO,JO,JO,182,18,"ASSAULT
","Physically assault, not specified below
",31.95,35.9333,31.95,35.9333,31.95,35.9333,--,"Amman, (JO11), Jordan","Amman, (JO11), Jordan",,1
"ff4800
",ff4801,LE,SY,SY,010,01,"MAKE PUBLIC STATEMENT
","Make statement, not specified below
",33.8719,35.5097,35,38,35,38,--,"Beirut, Beyrouth, Lebanon",Syria,,1
"17534d 
",175357,LE,LE,LE,073,07,"PROVIDE AID
","Provide humanitarian aid
",33.8719,35.5097,33.8719,35.5097,33.8719,35.5097,--,"Beirut, Beyrouth, Lebanon","Beirut, Beyrouth, Lebanon",,1
"17534d 
",175357,LE,SY,LE,073,07,"PROVIDE AID
","Provide humanitarian aid
",33.8719,35.5097,35,38,33.8719,35.5097,--,"Beirut, Beyrouth, Lebanon",Syria,,1
"17534d 
",175357,LE,SY,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",33.8719,35.5097,35,38,35,38,--,"Beirut, Beyrouth, Lebanon",Syria,,1
"17534d 
",175357,LE,SY,LE,073,07,"PROVIDE AID
","Provide humanitarian aid
",33.8333,35.8333,35,38,33.8333,35.8333,--,Lebanon,Syria,,3
"17534d 
",175357,LE,SY,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",33.8333,35.8333,35,38,35,38,--,Lebanon,Syria,,1
"17534d 
",175357,SY,LE,LE,073,07,"PROVIDE AID
","Provide humanitarian aid
",35,38,33.8333,35.8333,33.8333,35.8333,--,Syria,Lebanon,,1
"17534d 
",175357,SY,LE,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",35,38,33.8333,35.8333,35,38,--,Syria,Lebanon,,1
"bf5e75
",bf5e81,LE,SY,LE,192,19,"FIGHT
","Occupy territory
",33.8333,35.8333,35,38,33.8333,35.8333,--,Lebanon,Syria,,1
"bf5e75
",bf5e81,LE,SY,SY,192,19,"FIGHT
","Occupy territory
",33.8333,35.8333,35,38,35,38,--,Lebanon,Syria,,1
"5f2fc4
",5f2fc9,IS,SY,IS,0233,02,"APPEAL
","Appeal for humanitarian aid
",31.5,34.75,33.5,36.3,31.5,34.75,--,Israel,"Damascus, Dimashq, Syria",,1
"17534d 
",175359,AE,AE,AE,075,07,"PROVIDE AID
","Grant asylum
",25.2522,55.28,25.2522,55.28,25.2522,55.28,--,"Dubai, Dubayy, United Arab Emirates","Dubai, Dubayy, United Arab Emirates",,1
"17534d 
",175359,SY,SY,AE,075,07,"PROVIDE AID
","Grant asylum
",35,38,35,38,25.2522,55.28,--,Syria,Syria,,1
"17534d 
",175359,SY,SY,SY,075,07,"PROVIDE AID
","Grant asylum
",35,38,35,38,35,38,--,Syria,Syria,,31
"c1f827
",c1f833,SY,SY,JO,0841,08,"YIELD
","Return, release person(s)
",35,38,35,38,31.95,35.9333,--,Syria,Syria,,31
"c1f827
",c1f833,SY,SY,SY,0841,08,"YIELD
","Return, release person(s)
",35,38,35,38,35,38,--,Syria,Syria,,4
"bf5e75
",bf5e7b,TU,TU,TU,042,04,"CONSULT
","Make a visit
",39,35,39,35,39,35,--,Turkey,Turkey,,1
"17534d 
",175354,SY,SY,SY,070,07,"PROVIDE AID
","Provide aid, not specified below
",35,38,35,38,35,38,--,Syria,Syria,,16
"bf5e75
",bf5e7b,SY,JO,JO,042,04,"CONSULT
","Make a visit
",36.2028,37.1586,31,36,31,36,--,"Aleppo, ?alab, Syria",Jordan,,16
"5f2fc4
",5f2fc6,SW,SW,SW,020,02,"APPEAL
","Appeal, not specified below
",59.3333,18.05,59.3333,18.05,59.3333,18.05,--,"Stockholm, Stockholm, Sweden","Stockholm, Stockholm, Sweden",,16
"bf5e75
",bf5e7b,SY,SY,SY,042,04,"CONSULT
","Make a visit
",33.5,36.3,33.5,36.3,33.5,36.3,--,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,15
"17534d 
",175359,AE,SY,AE,075,07,"PROVIDE AID
","Grant asylum
",25.2522,55.28,35,38,25.2522,55.28,--,"Dubai, Dubayy, United Arab Emirates",Syria,,15
"bf5e75
",bf5e7c,TU,SY,TU,043,04,"CONSULT
","Host a visit
",39,35,35,38,39,35,--,Turkey,Syria,,15
"bf5e75
",bf5e7c,TU,TU,TU,043,04,"CONSULT
","Host a visit
",39,35,39,35,39,35,--,Turkey,Turkey,,1
"5f2fc4
",5f2fc9,LE,SY,LE,0233,02,"APPEAL
","Appeal for humanitarian aid
",33.8719,35.5097,33.5,36.3,33.8719,35.5097,--,"Beirut, Beyrouth, Lebanon","Damascus, Dimashq, Syria",,1
"5f2fc4
",5f2fc9,LE,LE,LE,0233,02,"APPEAL
","Appeal for humanitarian aid
",33.8719,35.5097,33.8719,35.5097,33.8719,35.5097,--,"Beirut, Beyrouth, Lebanon","Beirut, Beyrouth, Lebanon",,1
"5f2fc4
",5f2fcb,LE,LE,LE,025,02,"APPEAL
","Appeal to yield
",33.8333,35.8333,33.8333,35.8333,33.8333,35.8333,--,Lebanon,Lebanon,,1
"bf5e75
",bf5e79,LE,SY,LE,040,04,"CONSULT
","Consult, not specified below
",33.8719,35.5097,35,38,33.8719,35.5097,--,"Beirut, Beyrouth, Lebanon",Syria,,2
"bf5e75
",bf5e79,AG,AG,AG,040,04,"CONSULT
","Consult, not specified below
",28,3,28,3,28,3,--,Algeria,Algeria,,1
"f82758
",f8275c,AG,AG,AG,130,13,"THREATEN
","Threaten, not specified below
",28,3,28,3,28,3,--,Algeria,Algeria,,1
"1d1831
",1d1837,AG,AG,AG,150,15,"EXHIBIT FORCE POSTURE
","Demonstrate military or police power, not specified below
",28,3,28,3,28,3,--,Algeria,Algeria,,1
"5e75bf
",5e75c8,AG,AG,AG,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",28,3,28,3,28,3,--,Algeria,Algeria,,1
"5e75bf
",5e75c8,IC,IC,IC,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",65,-18,65,-18,65,-18,--,Iceland,Iceland,,1
"bf5e75
",bf5e7c,AG,AG,AG,043,04,"CONSULT
","Host a visit
",28,3,28,3,28,3,--,Algeria,Algeria,,3
"571d14
",571d1a,LE,LE,LE,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",33.8333,35.8333,33.8333,35.8333,33.8333,35.8333,--,Lebanon,Lebanon,,2
"571d14
",571d1a,SY,SY,SY,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",35,38,35,38,35,38,--,Syria,Syria,,14
"bf5e75
",bf5e79,SY,LE,LE,040,04,"CONSULT
","Consult, not specified below
",35,38,33.8719,35.5097,33.8719,35.5097,--,Syria,"Beirut, Beyrouth, Lebanon",,1
"bf5e75
",bf5e7b,AG,AG,AG,042,04,"CONSULT
","Make a visit
",28,3,28,3,28,3,--,Algeria,Algeria,,3
"5f2fc4
",5f2fc9,SY,SY,SY,0233,02,"APPEAL
","Appeal for humanitarian aid
",35,38,35,38,35,38,--,Syria,Syria,,9
"5f2fc4
",5f2fc6,SI,SI,SI,020,02,"APPEAL
","Appeal, not specified below
",46,15,46,15,46,15,--,Slovenia,Slovenia,,9
"5f2fc4
",5f2fcc,IS,IS,IS,026,02,"APPEAL
","Appeal to others to meet or negotiate
",31.5,34.75,31.5,34.75,31.5,34.75,--,Israel,Israel,,1
"bf5e75
",bf5e79,IS,SY,SY,040,04,"CONSULT
","Consult, not specified below
",31.5,34.75,35,38,35,38,--,Israel,Syria,,1
"bf5e75
",bf5e79,SY,SY,SY,040,04,"CONSULT
","Consult, not specified below
",35,38,35,38,35,38,--,Syria,Syria,,25
"bf5e75
",bf5e7f,IS,SY,SY,046,04,"CONSULT
","Engage in negotiation
",31.5,34.75,35,38,35,38,--,Israel,Syria,,1
"bf5e75
",bf5e7f,SY,SY,SY,046,04,"CONSULT
","Engage in negotiation
",35,38,35,38,35,38,--,Syria,Syria,,15
"5e75bf
",5e75c8,ML,MR,ML,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",17,-4,18.1194,-16.0406,17,-4,--,Mali,"Nouakchott, Trarza, Mauritania",,15
"5e75bf
",5e75c8,ML,ML,ML,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",17,-4,17,-4,17,-4,--,Mali,Mali,,15
"bf5e75
",bf5e79,MR,MR,MR,040,04,"CONSULT
","Consult, not specified below
",18.1194,-16.0406,18.1194,-16.0406,18.1194,-16.0406,--,"Nouakchott, Trarza, Mauritania","Nouakchott, Trarza, Mauritania",,1
"bf5e75
",bf5e79,SY,IS,SY,040,04,"CONSULT
","Consult, not specified below
",35,38,31.5,34.75,35,38,--,Syria,Israel,,1
"bf5e75
",bf5e7f,SY,IS,SY,046,04,"CONSULT
","Engage in negotiation
",35,38,31.5,34.75,35,38,--,Syria,Israel,,1
"94c42f
",94c432,SY,SY,SY,120,12,"REJECT
","Reject, not specified below
",35,38,35,38,35,38,--,Syria,Syria,,4
"5e75bf
",5e75c4,IR,IR,IR,032,03,"EXPRESS INTENT TO COOPERATE
","Express intent to provide diplomatic cooperation such as policy support
",35.75,51.5148,35.75,51.5148,35.75,51.5148,--,"Tehran, Tehran, Iran","Tehran, Tehran, Iran",,4
"5e75bf
",5e75c8,EG,SY,EG,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",30.0445,31.2332,35,38,30.0445,31.2332,--,"Arab League, Al Qahirah, Egypt",Syria,,1
"bf5e75
",bf5e79,EG,EG,EG,040,04,"CONSULT
","Consult, not specified below
",30.05,31.25,30.05,31.25,30.05,31.25,--,"Cairo, Al Qahirah, Egypt","Cairo, Al Qahirah, Egypt",,1
"bf5e75
",bf5e79,EG,SY,EG,040,04,"CONSULT
","Consult, not specified below
",30.05,31.25,35,38,30.05,31.25,--,"Cairo, Al Qahirah, Egypt",Syria,,1
"bf5e75
",bf5e7f,EG,SY,EG,046,04,"CONSULT
","Engage in negotiation
",30.05,31.25,35,38,30.05,31.25,--,"Cairo, Al Qahirah, Egypt",Syria,,1
"571d14
",571d1a,EG,SY,EG,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",27,30,35,38,27,30,--,Egypt,Syria,,1
"571d14
",571d1a,EG,SY,SY,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",27,30,35,38,35,38,--,Egypt,Syria,,1
"ff4800
",ff4801,LE,SY,EG,010,01,"MAKE PUBLIC STATEMENT
","Make statement, not specified below
",33.8719,35.5097,35,38,30.05,31.25,--,"Beirut, Beyrouth, Lebanon",Syria,,1
"5e75bf
",5e75c8,EG,LE,EG,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",30.05,31.25,33.8719,35.5097,30.05,31.25,--,"Cairo, Al Qahirah, Egypt","Beirut, Beyrouth, Lebanon",,1
"5e75bf
",5e75c8,EG,SY,EG,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",30.05,31.25,35,38,30.05,31.25,--,"Cairo, Al Qahirah, Egypt",Syria,,1
"5e75bf
",5e75c8,LE,SY,US,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",33.8719,35.5097,35,38,32.799,-86.8073,--,"Beirut, Beyrouth, Lebanon",Syria,,1
"bf5e75
",bf5e79,LE,LE,LE,040,04,"CONSULT
","Consult, not specified below
",33.8719,35.5097,33.8719,35.5097,33.8719,35.5097,--,"Beirut, Beyrouth, Lebanon","Beirut, Beyrouth, Lebanon",,3
"bf5e75
",bf5e7f,LE,SY,US,046,04,"CONSULT
","Engage in negotiation
",33.8719,35.5097,35,38,32.799,-86.8073,--,"Beirut, Beyrouth, Lebanon",Syria,,3
"17534d 
",175359,LE,SY,SY,075,07,"PROVIDE AID
","Grant asylum
",33.8333,35.8333,35,38,35,38,--,Lebanon,Syria,,3
"94c42f
",94c432,IR,IR,IR,120,12,"REJECT
","Reject, not specified below
",35.75,51.5148,35.75,51.5148,35.75,51.5148,--,"Tehran, Tehran, Iran","Tehran, Tehran, Iran",,3
"bf5e75
",bf5e79,LE,SY,SY,040,04,"CONSULT
","Consult, not specified below
",33.8333,35.8333,35,38,35,38,--,Lebanon,Syria,,2
"bf5e75
",bf5e7f,SY,SY,SY,046,04,"CONSULT
","Engage in negotiation
",33.5,36.3,33.5,36.3,33.5,36.3,--,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,6
"5e75bf
",5e75c8,SY,EG,EG,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",35,38,30.05,31.25,30.05,31.25,--,Syria,"Cairo, Al Qahirah, Egypt",,6
"5e75bf
",5e75c8,SY,EG,EG,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",35,38,30.0445,31.2332,30.0445,31.2332,--,Syria,"Arab League, Al Qahirah, Egypt",,1
"bf5e75
",bf5e79,IS,EG,EG,040,04,"CONSULT
","Consult, not specified below
",31.5,34.75,30.05,31.25,30.05,31.25,--,Israel,"Cairo, Al Qahirah, Egypt",,1
"bf5e75
",bf5e7f,IS,IS,IS,046,04,"CONSULT
","Engage in negotiation
",31.5,34.75,31.5,34.75,31.5,34.75,--,Israel,Israel,,2
"bf5e75
",bf5e7f,SY,EG,EG,046,04,"CONSULT
","Engage in negotiation
",35,38,30.05,31.25,30.05,31.25,--,Syria,"Cairo, Al Qahirah, Egypt",,2
"bf5e75
",bf5e7f,SY,EG,EG,046,04,"CONSULT
","Engage in negotiation
",35,38,30.0445,31.2332,30.0445,31.2332,--,Syria,"Arab League, Al Qahirah, Egypt",,1
"5f2fc4
",5f2fc6,SY,LE,LE,020,02,"APPEAL
","Appeal, not specified below
",35,38,33.8333,35.8333,33.8333,35.8333,--,Syria,Lebanon,,1
"5f2fc4
",5f2fc6,SY,LE,SY,020,02,"APPEAL
","Appeal, not specified below
",35,38,33.8333,35.8333,35,38,--,Syria,Lebanon,,3
"bf5e75
",bf5e7f,SY,LE,US,046,04,"CONSULT
","Engage in negotiation
",35,38,33.8719,35.5097,32.799,-86.8073,--,Syria,"Beirut, Beyrouth, Lebanon",,3
"5e75bf
",5e75c8,SY,LE,EG,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",35,38,33.8333,35.8333,30.05,31.25,--,Syria,Lebanon,,3
"5e75bf
",5e75c8,SY,SY,EG,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",35,38,35,38,30.05,31.25,--,Syria,Syria,,3
"bf5e75
",bf5e79,IS,IS,IS,040,04,"CONSULT
","Consult, not specified below
",31.5,34.75,31.5,34.75,31.5,34.75,--,Israel,Israel,,3
"17534d 
",175354,SY,LE,LE,070,07,"PROVIDE AID
","Provide aid, not specified below
",35,38,33.8333,35.8333,33.8333,35.8333,--,Syria,Lebanon,,3
"ff4800
",ff4801,SY,SY,SY,010,01,"MAKE PUBLIC STATEMENT
","Make statement, not specified below
",33.5,36.3,33.5,36.3,33.5,36.3,--,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,1
"bf5e75
",bf5e7b,SY,TU,TU,042,04,"CONSULT
","Make a visit
",36.2028,37.1586,37.5367,36.5492,37.5367,36.5492,--,"Aleppo, ?alab, Syria","Reyhanli, Kahramanmaras, Turkey",,1
"bf5e75
",bf5e7c,TU,SY,TU,043,04,"CONSULT
","Host a visit
",37.5367,36.5492,36.2028,37.1586,37.5367,36.5492,--,"Reyhanli, Kahramanmaras, Turkey","Aleppo, ?alab, Syria",,1
"5f2fc4
",5f2fc6,JO,JO,JO,020,02,"APPEAL
","Appeal, not specified below
",31,36,31,36,31,36,--,Jordan,Jordan,,1
"571d14
",571d20,AM,AJ,AM,057,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Sign formal agreement
",40,45,40.3953,49.8822,40,45,--,Armenia,"Baku, Baki*, Azerbaijan",,1
"17534d 
",175355,KU,KU,KU,071,07,"PROVIDE AID
","Provide economic aid
",29.3375,47.6581,29.3375,47.6581,29.3375,47.6581,--,Kuwait,Kuwait,,1
"5e75bf
",5e75c8,EG,LE,SY,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",30.05,31.25,33.8719,35.5097,33.5,36.3,--,"Cairo, Al Qahirah, Egypt","Beirut, Beyrouth, Lebanon",,1
"5e75bf
",5e75c8,LE,EG,EG,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",33.8719,35.5097,30.0445,31.2332,30.0445,31.2332,--,"Beirut, Beyrouth, Lebanon","Arab League, Al Qahirah, Egypt",,1
"bf5e75
",bf5e7c,LE,SY,LE,043,04,"CONSULT
","Host a visit
",33.8333,36,35,38,33.8333,36,--,"Bekaa Valley, Béa, Lebanon",Syria,,2
"bf5e75
",bf5e7f,SY,SY,SY,190,19,"FIGHT
","Use conventional military force, not specified below
",36.2028,37.1586,36.2028,37.1586,33.5,36.3,--,"Aleppo, ?alab, Syria","Aleppo, ?alab, Syria",,2
"bf5e75
",bf5e7f,SY,SY,SY,190,19,"FIGHT
","Use conventional military force, not specified below
",36.2028,37.1586,36.2028,37.1586,36.2028,37.1586,--,"Aleppo, ?alab, Syria","Aleppo, ?alab, Syria",,2
"5f2fc4
",5f2fc6,AG,QA,AG,020,02,"APPEAL
","Appeal, not specified below
",28,3,25.5,51.25,28,3,--,Algeria,Qatar,,1
"571d21
",571d27,AG,QA,AG,060,06,"ENGAGE IN MATERIAL COOPERATION
","Engage in material cooperation, not specified below
",28,3,25.5,51.25,28,3,--,Algeria,Qatar,,1
"c1f827
",c1f833,SY,SY,SY,0841,08,"YIELD
","Return, release person(s)
",33.5,36.3,33.5,36.3,33.5,36.3,--,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,5
"bf5e75
",bf5e82,LY,LY,TS,193,19,"FIGHT
","Fight with small arms and light weapons
",25,17,25,17,34,9,--,Libya,Libya,,5
"bf5e75
",bf5e82,TS,TS,LY,193,19,"FIGHT
","Fight with small arms and light weapons
",34,9,34,9,25,17,--,Tunisia,Tunisia,,5
"bf5e75
",bf5e82,TS,TS,TS,193,19,"FIGHT
","Fight with small arms and light weapons
",34,9,34,9,34,9,--,Tunisia,Tunisia,,1
"5e75bf
",5e75c5,SY,SY,SY,033,03,"EXPRESS INTENT TO COOPERATE
","Express intent to provide matyerial aid, not specified below
",33.5,36.3,33.5,36.3,33.5,36.3,--,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,5
"bf5e75
",bf5e7f,QA,AG,AG,190,19,"FIGHT
","Use conventional military force, not specified below
",25.5,51.25,28,3,28,3,--,Qatar,Algeria,,5
"bf5e75
",bf5e7f,QA,AG,QA,190,19,"FIGHT
","Use conventional military force, not specified below
",25.5,51.25,28,3,25.5,51.25,--,Qatar,Algeria,,5
"bf5e75
",bf5e7f,QA,QA,QA,190,19,"FIGHT
","Use conventional military force, not specified below
",25.5,51.25,25.5,51.25,25.5,51.25,--,Qatar,Qatar,,5
"571d14
",571d20,SY,AJ,AJ,057,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Sign formal agreement
",35,38,40.3953,49.8822,40.3953,49.8822,--,Syria,"Baku, Baki*, Azerbaijan",,5
