Event_COLOR_CODE,Actor1Geo_CountryCode,Actor2Geo_CountryCode,ActionGeo_CountryCode,Event Code,Reason,AC1_lat,AC1_lon,AC2_lat,AC2_lon,AC_lat,AC_lon,Source Url,Source City,Destination City,Keyword,Dubplicate Count
"5f2fc4
",IT,MT,SY,0233,"Appeal for humanitarian aid
",42.8333,12.8333,35.8333,14.5833,35,38,http://www.dw.de/german-state-leader-calls-for-strict-border-controls/a-17912567,Italy,Malta,,
"5f2fc4
",SY,SY,SY,0233,"Appeal for humanitarian aid
",35,38,35,38,35,38,http://www.dw.de/german-state-leader-calls-for-strict-border-controls/a-17912567,Syria,Syria,,
"bf5e75
",SY,SY,SY,100,"Demand, not specified below
",33.8,36.4333,33.8,36.4333,33.8,36.4333,http://www.updatednews.ca/2014/09/10/is-islamic-state-heading-for-lebanon/,"Qalamoun, Rif Dimashq, Syria","Qalamoun, Rif Dimashq, Syria",,
"bf5e75
",SY,SY,LE,100,"Demand, not specified below
",33.8,36.4333,33.8,36.4333,33.8719,35.5097,http://www.updatednews.ca/2014/09/10/is-islamic-state-heading-for-lebanon/,"Qalamoun, Rif Dimashq, Syria","Qalamoun, Rif Dimashq, Syria",,
"571d14
",SY,SY,SY,174,"Expel or deport individuals
",33.8,36.4333,33.8,36.4333,33.8,36.4333,http://www.updatednews.ca/2014/09/10/is-islamic-state-heading-for-lebanon/,"Qalamoun, Rif Dimashq, Syria","Qalamoun, Rif Dimashq, Syria",,
"bf5e75
",SY,LE,LE,193,"Fight with small arms and light weapons
",35,38,33.8333,36,33.8333,36,http://www.dailystar.com.lb/News/Lebanon-News/2014/Sep-11/270305-ibrahims-qatar-trip-on-hold-until-captors-relay-demands.ashx,Syria,"Bekaa Valley, Béa, Lebanon",,
"bf5e75
",SY,SY,SY,193,"Fight with small arms and light weapons
",35,38,35,38,35,38,http://www.dailystar.com.lb/News/Lebanon-News/2014/Sep-11/270305-ibrahims-qatar-trip-on-hold-until-captors-relay-demands.ashx,Syria,Syria,,
"571d14
",SY,SY,SY,051,"Praise or endorse
",36.0333,38.1333,36.0333,38.1333,36.0333,38.1333,http://www.cbc.ca/news/canada/british-columbia/gay-syrian-refugees-start-new-lives-in-vancouver-1.2762217,"Aamer, Ar Raqqah, Syria","Aamer, Ar Raqqah, Syria",,
"bf5e75
",SY,SY,SY,042,"Make a visit
",35,38,35,38,35,38,http://www.europesun.com/index.php/sid/225558391/scat/88176adfdf246af5,Syria,Syria,,
"bf5e75
",US,US,FR,042,"Make a visit
",38,-97,38,-97,46,2,http://www.europesun.com/index.php/sid/225558391/scat/88176adfdf246af5,United States,United States,,
"bf5e75
",SY,IS,JO,042,"Make a visit
",35,38,31.7667,35.2333,31.95,35.9333,http://www.zawya.com/story/Turkey_seeks_coordination_with_Jordan_over_region-ZAWYA20140910063642/,Syria,"Jerusalem, Israel (general), Israel",,
"bf5e75
",SY,SY,JO,042,"Make a visit
",35,38,35,38,31.95,35.9333,http://www.zawya.com/story/Turkey_seeks_coordination_with_Jordan_over_region-ZAWYA20140910063642/,Syria,Syria,,
"bf5e75
",SY,SY,JO,042,"Make a visit
",35,38,35,38,31,36,http://en.ammonnews.net/article.aspx?articleno=26626,Syria,Syria,,
"bf5e75
",SY,IZ,IZ,042,"Make a visit
",35,38,34,45,34,45,http://www.iraqsun.com/index.php/sid/225591825/scat/c31d0aaa23b24a75,Syria,"Diyala, DiyaláZ, Iraq",,
