Afghanistan,1,United States,6,Bulgaria,3,Afghanistan,2,Jordan,10,Israel,16,Iraq,3,Jordan,21,Afghanistan,1,Yemen,1,Qatar,2,Jordan,23,Qatar,1,Armenia,3,Libya,2,Iran,2,United States,3,United States,1,Italy,3,Turkey,9,Belgium,2,Libya,2,Bulgaria,2,Canada,1,Yemen,1,Malaysia,1,China,2,United Arab Emirates,1,Turkey,10,Iran,3,Egypt,1,Gaza Strip,1,Denmark,2,China,1,Russia,2,Malta,1,Netherlands,1,Italy,2,Afghanistan,1,Estonia,2,Spain,1,Canada,12,Cyprus,3,Switzerland,6,Switzerland,5,Canada,5,Israel,3,Jordan,19,United States,3,China,2,Greece,1,Lebanon,37,Greece,2,Lebanon,24,Israel,7,Belgium,1,Qatar,1,Germany,2,Germany,1,Sweden,1,Belgium,2,Egypt,6,Germany,5,Sweden,1,France,4,Cuba,1,Italy,6,Iraq,6,United States,27,Germany,2,West Bank,2,Afghanistan,21,Libya,3,Vatican City,1,Canada,3,Afghanistan,6,Malta,1,Jordan,19,Jordan,73,Uruguay,29,Greece,32,United Kingdom,87,Jordan,37,Saudi Arabia,2,Germany,38,Jordan,26,France,5,Greece,13,Jordan,44,Indonesia,5,Jersey,6,United Kingdom,45,Armenia,2,France,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,5,Iraq,21,Afghanistan,1,Canada,3,Qatar,4,Iraq,7,Pakistan,6,Qatar,2,United States,5,Canada,1,Bulgaria,1,United Kingdom,9,Turkey,16,Pakistan,2,Austria,3,Egypt,2,Russia,1,Switzerland,3,Somalia,2,Finland,1,Egypt,2,Norway,1,Brazil,1,Italy,4,Israel,17,Egypt,4,India,1,Macedonia,1,Nigeria,2,United Kingdom,2,Sweden,2,Croatia,1,Iraq,16,Qatar,2,Egypt,3,Switzerland,2,Luxembourg,3,Canada,2,United Kingdom,1,Iraq,3,Netherlands,2,United Kingdom,2,Iraq,10,Turkey,54,Turkey,43,Turkey,4,Bulgaria,1,Turkey,25,Malta,1,France,2,Malaysia,1,Qatar,3,India,1,United Kingdom,2,Turkey,21,Saudi Arabia,1,Israel,7,Taiwan,1,Iraq,36,Azerbaijan,2,Kosovo,2,Ireland,2,Egypt,8,Yemen,3,Qatar,3,Jordan,34,Yemen,1,Egypt,1,Burundi,4,Turkmenistan,2,Yemen,2,Eritrea,2,Canada,1,Peru,1,United States,5,Yemen,3,Greece,54,Italy,5,Thailand,1,Australia,145,Jordan,71,Iran,18,Russia,13,Russia,8,Israel,17,Canada,34,Iraq,25,Jordan,40,Turkey,120,Bangladesh,1,Greece,12,Portugal,1,United Kingdom,80,Myanmar,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,1,Libya,2,Iraq,6,Iraq,7,Iran,3,Lebanon,9,Malaysia,2,Australia,5,United Kingdom,1,Denmark,1,Cyprus,4,Sweden,5,Russia,2,Afghanistan,1,Russia,3,Central African Republic,1,Kuwait,2,Indonesia,1,United States,8,Iraq,6,Sudan,1,United States,5,United Kingdom,1,Sweden,2,Saudi Arabia,1,Vietnam, Democratic Republic of,Spain,1,Germany,1,Bahrain,1,Uruguay,2,Bulgaria,7,Kuwait,1,Israel,3,Israel,7,Sweden,3,West Bank,2,Greece,2,Israel,5,Rwanda,1,United States,2,Norway,2,Libya,2,Norway,1,United States,18,Iraq,22,Saudi Arabia,3,Germany,3,Czech Republic,1,Turkey,23,Iraq,11,United Kingdom,15,United Kingdom,6,Denmark,1,Zimbabwe,2,Japan,3,China,1,France,1,Israel,14,Kuwait,19,Saudi Arabia,3,Albania,4,Australia,1,Iraq,36,Israel,7,Malaysia,2,Kuwait,5,France,3,Iran,3,Japan,5,Kuwait,4,Israel,1,Egypt,2,United States,2,Brazil,1,Greece,6,Iraq,5,Kuwait,3,Germany,35,Poland,6,Greece,66,Finland,4,Hungary,10,Afghanistan,7,Luxembourg,1,Jordan,28,Spain,1,Mexico,2,Canada,64,Greece,46,Russia,21,Kuwait,4,Iraq,44,Lebanon,33,Vietnam,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,4,Kuwait,10,Finland,2,Kuwait,3,Switzerland,1,United States,6,Iran,1,Algeria,1,Egypt,1,Switzerland,1,Iran,1,Saudi Arabia,2,Israel,5,Canada,5,Bhutan,1,Iraq,3,China,1,Papua New Guinea,1,Canada,6,Israel,10,Denmark,1,Switzerland,3,Israel,12,Congo,1,Oman,1,Germany,3,Libya,3,Qatar,1,Austria,1,,,Malta,1,Libya,1,Canada,2,Bulgaria,3,Jordan,20,Israel,2,Nigeria,2,Netherlands,1,Uruguay,2,Saudi Arabia,2,Turkmenistan,1,United States,16,Haiti,2,Bulgaria,1,Jordan,21,Germany,4,Kenya,1,Germany,2,Pakistan,4,Canada,8,Israel,1,Egypt,6,Kuwait,2,Kuwait,2,United Kingdom,2,Macedonia,3,Nicaragua,6,Canada,2,Japan,4,Morocco,1,Monaco,2,United Kingdom,3,Saudi Arabia,1,Morocco,1,Ireland,1,Germany,2,United States,4,Israel,8,Israel,22,Switzerland,1,Uruguay,2,Switzerland,1,Nepal,1,Kuwait,7,Serbia,6,Sweden,3,Egypt,2,United Kingdom,7,Lebanon,71,Hungary,56,Russia,20,Iraq,34,Australia,14,Lebanon,27,Kuwait,2,Australia,9,Germany,10,Mexico,1,Poland,3,Greece,32,United Kingdom,48,Australia,7,Luxembourg,1,Italy,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,3,Qatar,5,Lebanon,23,Turkey,28,Sweden,1,Greece,1,Libya,4,Germany,1,Iraq,5,Lebanon,16,Norway,1,Libya,2,Kuwait,1,Ukraine,2,Northern Mariana Islands,1,Saudi Arabia,1,Sweden,3,Saudi Arabia,2,Egypt,4,West Bank,1,Canada,9,Canada,16,Egypt,1,,,Turkey,17,Italy,2,Canada,2,Rwanda,1,,,,,Uruguay,2,Egypt,2,Malaysia,3,Egypt,3,Afghanistan,2,Armenia,1,France,3,Thailand,1,United Arab Emirates,1,France,1,Uruguay,1,Italy,10,Greece,40,Germany,6,China,1,Switzerland,4,Turkey,7,Iran,2,Qatar,5,Sweden,3,Japan,2,Serbia,2,France,1,Rwanda,1,Central African Republic,2,Italy,3,Greece,2,Tunisia,2,Morocco,1,Netherlands,1,Burkina Faso,2,Norway,3,Jordan,51,United Arab Emirates,1,United Kingdom,1,Oceans,1,Azerbaijan,2,Denmark,4,Turkmenistan,1,Eritrea,1,Norway,1,Italy,7,Iran,1,Germany,7,Macedonia,1,United States,4,Pakistan,6,Israel,29,Canada,204,Serbia,17,Turkey,163,Australia,32,Germany,28,United Kingdom,65,Lebanon,53,Norway,1,Iceland,1,Germany,33,Israel,45,Lebanon,49,Oceans,1,Lebanon,62,Australia,6,Yemen,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,3,Canada,1,Jordan,12,Lebanon,15,New Zealand,20,Switzerland,2,Singapore,2,Bulgaria,1,Italy,1,Saudi Arabia,2,Israel,4,France,5,Egypt,2,Italy,1,Kenya,1,West Bank,2,Denmark,1,Iran,1,Iran,2,Poland,1,Uruguay,1,Egypt,1,Norway,5,,,Switzerland,6,Hong Kong,1,Bulgaria,1,,,,,,,West Bank,1,,,Malta,1,Ukraine,2,Greece,5,United Kingdom,6,Uruguay,12,,,Germany,23,,,Mali,2,Cyprus,1,Russia,1,Greece,19,Canada,4,United States,6,West Bank,1,Somalia,1,Sweden,1,Libya,1,Egypt,4,Canada,2,Saudi Arabia,3,Germany,2,Russia,3,Bulgaria,3,Gaza Strip,3,Switzerland,1,Lebanon,45,United Kingdom,5,Qatar,1,Cyprus,1,Indonesia,1,Equatorial Guinea,1,Iran,2,Egypt,1,United Kingdom,1,United Arab Emirates,2,Egypt,4,Egypt,5,Afghanistan,1,Canada,2,Nigeria,1,Indonesia,4,Pakistan,1,Canada,2,Russia,3,Egypt,5,Austria,23,Israel,56,Egypt,10,Russia,17,United Kingdom,46,Iraq,20,Iraq,15,United States,50,Libya,2,Russia,2,Oceans,4,Mali,3,Iraq,35,Estonia,2,Jersey,1,Switzerland,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,2,Iran,1,Egypt,4,Switzerland,9,Armenia,1,China,1,,,China,1,Ukraine,2,Congo,1,United Kingdom,7,Switzerland,1,Afghanistan,2,Oman,1,Somalia,2,United States,2,Norway,1,Afghanistan,1,Germany,5,Egypt,3,Luxembourg,2,Australia,1,Italy,4,,,Canada,8,Libya,2,Netherlands,2,,,,,,,United Kingdom,3,,,United States,4,India,2,India,1,Libya,1,Malaysia,1,,,West Bank,2,,,South Sudan,2,Peru,1,United Kingdom,5,Israel,12,Philippines,1,Iraq,15,Cuba,1,Greece,1,Afghanistan,1,Australia,1,Sweden,1,China,1,Germany,2,Haiti,1,Sweden,1,Cyprus,1,Ukraine,2,Australia,3,Uruguay,2,Gaza Strip,3,Ireland,1,Germany,1,Greece,7,Sierra Leone,1,Azerbaijan,4,Iraq,6,Iraq,4,Kuwait,6,Eritrea,2,Israel,4,Brazil,1,Greece,2,Poland,1,United Kingdom,1,France,1,Germany,1,Ethiopia,1,Iraq,9,Norway,3,New Zealand,12,Iceland,6,Serbia,6,Congo,2,Jordan,51,Norway,2,Germany,18,Netherlands,2,Australia,12,Libya,6,Iraq,98,Austria,4,Israel,8,Greece,9,Israel,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,2,Switzerland,7,Israel,6,United States,4,France,1,Italy,1,,,Afghanistan,2,United Arab Emirates,1,Finland,2,Libya,2,Germany,4,Spain,3,Malta,1,United Kingdom,1,Armenia,3,,,Germany,1,Libya,4,China,11,Pakistan,2,Turkmenistan,2,Sweden,4,,,Russia,1,Ukraine,1,United States,1,,,,,,,India,1,,,Algeria,1,Northern Mariana Islands,2,Armenia,1,Germany,3,Argentina,1,,,Italy,1,,,West Bank,2,Egypt,4,South Africa,1,Philippines,1,Egypt,9,United Kingdom,1,Vatican City,1,Chile,1,Kuwait,1,Turkmenistan,1,Netherlands,1,United States,13,Iraq,2,Armenia,2,Qatar,4,United Arab Emirates,3,Belarus,1,Yemen,1,Sweden,2,Japan,2,Greece,5,Philippines,2,Australia,1,Norway,2,South Sudan,1,Ireland,2,Andorra,1,Switzerland,3,Greece,4,Libya,1,Egypt,2,Rwanda,2,Eritrea,1,Greece,8,Russia,2,Hungary,2,Iraq,8,Ireland,6,Morocco,1,Iraq,92,Papua New Guinea,2,Austria,6,Eritrea,5,Mexico,1,Russia,9,France,5,Lebanon,28,Norway,6,Saudi Arabia,11,Italy,5,Lebanon,43,Greece,14,Thailand,1,Serbia,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,1,Netherlands,1,Malaysia,1,Iran,2,Russia,4,Libya,1,,,Pakistan,1,Hungary,2,Norway,1,Sweden,2,Georgia,1,Iraq,4,Australia,1,Puerto Rico,1,,,,,Russia,2,United Arab Emirates,1,United Arab Emirates,2,Armenia,1,Germany,5,Canada,3,,,Sweden,2,Japan,4,,,,,,,,,Brazil,1,,,Uruguay,2,France,3,Cambodia,1,Montenegro,1,Pakistan,1,,,Kuwait,3,,,Greece,1,Ireland,1,Bulgaria,2,Kuwait,14,Belgium,4,Pakistan,1,Iran,1,Canada,10,Bahamas,1,United Arab Emirates,2,Germany,1,India,1,Cuba,1,Libya,1,Cyprus,2,United States,1,Switzerland,4,Japan,9,United Kingdom,4,United States,13,United States,2,Belgium,1,Macedonia,1,Libya,6,Iraq,10,Kenya,1,Spain,2,United Kingdom,1,New Zealand,5,United Kingdom,8,United Kingdom,1,West Bank,3,Hungary,1,Armenia,1,Qatar,3,China,2,Israel,5,Malta,1,Australia,56,Jordan,110,Dominican Republic,1,West Bank,2,Ethiopia,2,Vietnam,5,Estonia,1,Russia,25,Egypt,1,Egypt,5,Brazil,1,Bhutan,2,Russia,6,Switzerland,6,Pakistan,3,United Kingdom,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,1,Japan,4,Saudi Arabia,5,Uganda,1,Greece,1,Turkmenistan,1,,,,,,,Bulgaria,1,Russia,1,Bosnia-Herzegovina,1,Thailand,1,,,France,3,,,,,Chile,1,United Kingdom,1,United Kingdom,2,United Kingdom,1,Afghanistan,1,Libya,2,,,Armenia,1,Sudan,1,,,,,,,,,Ireland,12,,,Finland,1,Australia,1,Iran,1,Kuwait,1,Switzerland,1,,,Egypt,5,,,Central African Republic,1,France,1,Germany,3,Japan,1,Germany,6,Nepal,1,Pakistan,2,Philippines,2,Thailand,1,India,1,Bulgaria,1,Australia,1,Japan,1,,,China,1,Germany,2,Australia,1,Armenia,3,Afghanistan,8,Italy,2,Egypt,2,Armenia,1,Malta,9,Italy,1,China,3,,,Kuwait,1,Eritrea,1,Italy,4,Greece,1,,,Hungary,1,China,1,Sudan,1,Oman,1,Russia,2,China,6,Sweden,2,Italy,14,Sweden,22,Saudi Arabia,10,Canada,55,Canada,37,France,5,Denmark,1,Greece,13,Australia,11,China,2,Somalia,4,Afghanistan,10,Malta,3,Brunei,1,Oceans,2,Ireland,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
