Event_COLOR_CODE,Event_COLOR_ROOT_CODE,Actor1Geo_CountryCode,Actor2Geo_CountryCode,ActionGeo_CountryCode,Event Code,RootEventCode,MainReason,Reason,AC1_lat,AC1_lon,AC2_lat,AC2_lon,AC_lat,AC_lon,Source Url,Source City,Destination City,Keyword,GeoMove
"bf5e75
",bf5e7b,SY,SY,SY,042,04,"CONSULT
","Make a visit
",33.5,36.3,33.5,36.3,33.5,36.3,"http://www.therepublic.com/view/story/541ab8b3fb8247dcb4752389b69725af/ML--Syria
","Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,4
"bf5e75
",bf5e7b,SY,LE,SY,042,04,"CONSULT
","Make a visit
",33.5,36.3,33.6667,35.8333,33.5,36.3,"http://en.europeonline-magazine.eu/unhcr-envoy-angelina-jolie-urges-aid-for-syrian-children_322199.html
","Damascus, Dimashq, Syria","Bekaa, Béa, Lebanon",,5
"bf5e75
",bf5e7b,SY,LE,LE,042,04,"CONSULT
","Make a visit
",33.5,36.3,33.8333,36,33.8333,36,"http://www.philstar.com/world/2014/02/25/1294361/angelina-jolie-visits-syrian-children-lebanon
","Damascus, Dimashq, Syria","Bekaa Valley, Béa, Lebanon",,4
"bf5e75
",bf5e7b,LE,LE,LE,042,04,"CONSULT
","Make a visit
",33.6667,35.8333,33.6667,35.8333,33.6667,35.8333,"Zaman al-Wasl website, Doha/BBC Monitoring/(c) BBC
","Bekaa, Béa, Lebanon","Bekaa, Béa, Lebanon",,5
"bf5e75
",bf5e7b,LE,LE,LE,042,04,"CONSULT
","Make a visit
",33.8333,36,33.8333,36,33.8333,36,"http://www.panarmenian.net/eng/news/176212/Jolie_visits_Syrian_refugee_children_in_Lebanon
","Bekaa Valley, Béa, Lebanon","Bekaa Valley, Béa, Lebanon",,4
"bf5e75
",bf5e7b,US,US,LE,042,04,"CONSULT
","Make a visit
",34.0983,-118.327,34.0983,-118.327,33.6667,35.8333,"Zaman al-Wasl website, Doha/BBC Monitoring/(c) BBC
","Hollywood, California, United States","Hollywood, California, United States",,3
"bf5e75
",bf5e7b,SY,LE,LE,042,04,"CONSULT
","Make a visit
",35,38,33.8333,36,33.8333,36,"http://www.columbian.com/news/2014/feb/24/jolie-visits-refugee-children-of-war-torn-syria-in/
",Syria,"Bekaa Valley, Béa, Lebanon",,4
"bf5e75
",bf5e7b,SY,LE,SY,042,04,"CONSULT
","Make a visit
",35,38,33.8333,36,35,38,"http://www.eveningtelegraph.co.uk/news/uk-world/jolie-visits-syrian-child-refugees-1.238726
",Syria,"Bekaa Valley, Béa, Lebanon",,4
"bf5e75
",bf5e7c,SY,LE,SY,043,04,"CONSULT
","Host a visit
",35,38,33.8333,36,35,38,"http://web.orange.co.uk/article/news/aneglina_jolie_meets_syrian_refugees_in_lebanon
",Syria,"Bekaa Valley, Béa, Lebanon",,4
"bf5e75
",bf5e7b,SY,SY,SY,042,04,"CONSULT
","Make a visit
",35,38,35,38,35,38,"http://www.petra.gov.jo/Public_News/Nws_NewsDetails.aspx?Site_Id=1&lang=2&NewsID=141419&CatID=13&Type=Home&GType=1
",Syria,Syria,,1
"5e75bf
",5e75c8,SY,SY,SY,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",35,38,35,38,35,38,"http://www.binghamtonhomepage.com/story/d/story/angelina-jolie-visited-syrian-refugees/20558/SWXLYUJgFUWvEntfa5LA_A
",Syria,Syria,,1
"bf5e75
",bf5e79,SY,SY,SY,040,04,"CONSULT
","Consult, not specified below
",35,38,35,38,35,38,"http://www.eonline.com/news/514049/angelina-jolie-visits-syrian-refugee-children-in-lebanon-see-the-pic
",Syria,Syria,,1
"bf5e75
",bf5e7b,SY,SY,SY,042,04,"CONSULT
","Make a visit
",33.5,36.3,33.5,36.3,33.5,36.3,"http://www.southernminn.com/ap/international/article_af3affb4-01e5-50bf-a204-11ae28b6f6f3.html
","Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,4
"bf5e75
",bf5e7b,LE,LE,LE,042,04,"CONSULT
","Make a visit
",33.8333,35.8333,33.8333,35.8333,33.8333,35.8333,"http://blog.sfgate.com/dailydish/2014/02/24/angelina-jolie-makes-surprise-trip-to-meet-syrian-refugees/
",Lebanon,Lebanon,,1
"bf5e75
",bf5e7b,LE,SY,SY,042,04,"CONSULT
","Make a visit
",33.8333,35.8333,35,38,35,38,"http://blog.sfgate.com/dailydish/2014/02/24/angelina-jolie-makes-surprise-trip-to-meet-syrian-refugees/
",Lebanon,Syria,,1
"bf5e75
",bf5e7b,SY,SY,SY,042,04,"CONSULT
","Make a visit
",35,38,35,38,35,38,"http://english.farsnews.com/newstext.aspx?nn=13921205000335
",Syria,Syria,,1
"bf5e75
",bf5e7c,SY,SY,SY,043,04,"CONSULT
","Host a visit
",33.5,36.3,33.5,36.3,33.5,36.3,"http://en.europeonline-magazine.eu/unhcr-envoy-angelina-jolie-urges-aid-for-syrian-children_322199.html
","Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,4
"bf5e75
",bf5e7c,SY,SY,SY,043,04,"CONSULT
","Host a visit
",35,38,35,38,35,38,"http://news.xinhuanet.com/english/world/2014-02/25/c_126184417.htm
",Syria,Syria,,1
"571d14
",571d1c,SY,SY,SY,053,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Rally support on behalf of
",35,38,35,38,35,38,"http://www.independent.ie/world-news/asia-pacific/angelinas-surprise-visit-highlights-plight-of-syrian-refugee-children-30038089.html
",Syria,Syria,,1
"bf5e75
",bf5e79,SY,LE,SY,040,04,"CONSULT
","Consult, not specified below
",35,38,33.8333,36,35,38,"http://radaronline.com/exclusives/2014/02/angelina-jolie-syrian-refugee-camp/
",Syria,"Bekaa Valley, Béa, Lebanon",,4
"bf5e75
",bf5e7b,SY,LE,SY,042,04,"CONSULT
","Make a visit
",35,38,33.6667,35.8333,35,38,"Zaman al-Wasl website, Doha/BBC Monitoring/(c) BBC
",Syria,"Bekaa, Béa, Lebanon",,5
"bf5e75
",bf5e7b,SY,US,SY,042,04,"CONSULT
","Make a visit
",35,38,34.0983,-118.327,35,38,"Zaman al-Wasl website, Doha/BBC Monitoring/(c) BBC
",Syria,"Hollywood, California, United States",,3
"bf5e75
",bf5e7c,SY,LE,US,043,04,"CONSULT
","Host a visit
",35,38,33.6667,35.8333,34.0983,-118.327,"Zaman al-Wasl website, Doha/BBC Monitoring/(c) BBC
",Syria,"Bekaa, Béa, Lebanon",,5
"bf5e75
",bf5e7c,SY,US,LE,043,04,"CONSULT
","Host a visit
",35,38,34.0983,-118.327,33.6667,35.8333,"Zaman al-Wasl website, Doha/BBC Monitoring/(c) BBC
",Syria,"Hollywood, California, United States",,3
"bf5e75
",bf5e7c,SY,US,US,043,04,"CONSULT
","Host a visit
",35,38,34.0983,-118.327,34.0983,-118.327,"Zaman al-Wasl website, Doha/BBC Monitoring/(c) BBC
",Syria,"Hollywood, California, United States",,3
"bf5e75
",bf5e79,SY,LE,SY,040,04,"CONSULT
","Consult, not specified below
",33.5,36.3,33.8333,36,33.5,36.3,"http://www.southernminn.com/ap/international/article_af3affb4-01e5-50bf-a204-11ae28b6f6f3.html
","Damascus, Dimashq, Syria","Bekaa Valley, Béa, Lebanon",,4
"5f2fc4
",5f2fc6,TU,TU,TU,020,02,"APPEAL
","Appeal, not specified below
",40.5333,29.3333,40.5333,29.3333,40.5333,29.3333,"http://en.cihan.com.tr/news/US-based-Turkish-NGOs-launch-aid-campaign-for-Syrian-refugees_1650-CHMTM1MTY1MC80
","Cihan, Bursa, Turkey","Cihan, Bursa, Turkey",,4
"bf5e75
",bf5e79,LE,SY,SY,040,04,"CONSULT
","Consult, not specified below
",33.8333,36,35,38,35,38,"http://radaronline.com/exclusives/2014/02/angelina-jolie-syrian-refugee-camp/
","Bekaa Valley, Béa, Lebanon",Syria,,1
"bf5e75
",bf5e7b,LE,LE,LE,042,04,"CONSULT
","Make a visit
",33.6667,35.8333,33.6667,35.8333,33.6667,35.8333,"Zaman al-Wasl website, Doha/BBC Monitoring/(c) BBC
","Bekaa, Béa, Lebanon","Bekaa, Béa, Lebanon",,5
"bf5e75
",bf5e7b,LE,US,LE,042,04,"CONSULT
","Make a visit
",33.6667,35.8333,34.0983,-118.327,33.6667,35.8333,"Zaman al-Wasl website, Doha/BBC Monitoring/(c) BBC
","Bekaa, Béa, Lebanon","Hollywood, California, United States",,3
"bf5e75
",bf5e7b,LE,SY,US,042,04,"CONSULT
","Make a visit
",33.6667,35.8333,35,38,34.0983,-118.327,"Zaman al-Wasl website, Doha/BBC Monitoring/(c) BBC
","Bekaa, Béa, Lebanon",Syria,,1
"bf5e75
",bf5e7b,US,SY,US,042,04,"CONSULT
","Make a visit
",34.0983,-118.327,35,38,34.0983,-118.327,"Zaman al-Wasl website, Doha/BBC Monitoring/(c) BBC
","Hollywood, California, United States",Syria,,1
"bf5e75
",bf5e7c,LE,SY,SY,043,04,"CONSULT
","Host a visit
",33.6667,35.8333,35,38,35,38,"Zaman al-Wasl website, Doha/BBC Monitoring/(c) BBC
","Bekaa, Béa, Lebanon",Syria,,1
"bf5e75
",bf5e7c,US,SY,SY,043,04,"CONSULT
","Host a visit
",34.0983,-118.327,35,38,35,38,"Zaman al-Wasl website, Doha/BBC Monitoring/(c) BBC
","Hollywood, California, United States",Syria,,1
"bf5e75
",bf5e79,LE,SY,SY,040,04,"CONSULT
","Consult, not specified below
",33.8333,36,33.5,36.3,33.5,36.3,"http://www.southernminn.com/ap/international/article_af3affb4-01e5-50bf-a204-11ae28b6f6f3.html
","Bekaa Valley, Béa, Lebanon","Damascus, Dimashq, Syria",,4
