Event_COLOR_CODE,Event_ROOT_COLOR_CODE,Actor1Geo_CountryCode,Actor2Geo_CountryCode,ActionGeo_CountryCode,Event Code,Root Event Code,Main Reason,Reason,AC1_lat,AC1_lon,AC2_lat,AC2_lon,AC_lat,AC_lon,Source Url,Source City,Destination City,Keyword,Duplicate Entry
"bf5e75
",bf5e76,IS,SY,IS,100,10,"DEMAND
","Demand, not specified below
",31.5,34.75,35.5148,35.7768,31.5,34.75,--,Israel,"Latakia, Al Ladhiqiyah, Syria",,1
"17534d 
",175357,SY,IS,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",32.9049,35.8072,31.7667,35.2333,32.9049,35.8072,--,"Golan Heights, Syria (general), Syria","Jerusalem, Israel (general), Israel",,1
"17534d 
",175357,SY,IS,IS,073,07,"PROVIDE AID
","Provide humanitarian aid
",32.9049,35.8072,31.7667,35.2333,31.7667,35.2333,--,"Golan Heights, Syria (general), Syria","Jerusalem, Israel (general), Israel",,1
"bf5e75
",bf5e7b,SY,TU,SY,042,04,"CONSULT
","Make a visit
",32.7359,35.7441,39,35,32.7359,35.7441,--,"Wadi Khaled, Al Qunaytirah, Syria",Turkey,,1
"bf5e75
",bf5e7c,TU,SY,SY,043,04,"CONSULT
","Host a visit
",39,35,32.7359,35.7441,32.7359,35.7441,--,Turkey,"Wadi Khaled, Al Qunaytirah, Syria",,1
"bf5e75
",bf5e76,IS,SY,IS,100,10,"DEMAND
","Demand, not specified below
",31.7667,35.2333,32.9049,35.8072,31.7667,35.2333,--,"Jerusalem, Israel (general), Israel","Golan Heights, Syria (general), Syria",,1
"c1f827
",c1f82f,LE,LE,LE,080,08,"YIELD
","Yield, not specified below 
",33.8333,35.8333,33.8333,35.8333,33.8333,35.8333,--,Lebanon,Lebanon,,3
"5e75bf
",5e75c2,IS,SY,SY,030,03,"EXPRESS INTENT TO COOPERATE
","Express intent to cooperate, not specified below
",31.5,34.75,34.7268,36.7234,34.7268,36.7234,--,Israel,"Homs, ?ims, Syria",,3
"bf5e75
",bf5e76,IS,SY,IS,100,10,"DEMAND
","Demand, not specified below
",31.5,34.75,34.7268,36.7234,31.5,34.75,--,Israel,"Homs, ?ims, Syria",,3
"ff4800
",ff4801,SY,SY,SY,010,01,"MAKE PUBLIC STATEMENT
","Make statement, not specified below
",33.5,36.3,33.5,36.3,33.5,36.3,--,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,11
"571d14
",571d1a,SY,SY,SY,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",33.5,36.3,33.5,36.3,33.5,36.3,--,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,7
"bf5e75
",bf5e7b,SY,SY,SY,042,04,"CONSULT
","Make a visit
",33.5,36.3,33.5,36.3,33.5,36.3,--,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,26
"bf5e75
",bf5e7b,TU,SY,TU,042,04,"CONSULT
","Make a visit
",37.0594,37.3825,33.5,36.3,37.0594,37.3825,--,"Gaziantep, Gaziantep, Turkey","Damascus, Dimashq, Syria",,26
"bf5e75
",bf5e7b,TU,SY,TU,042,04,"CONSULT
","Make a visit
",39,35,33.5,36.3,39,35,--,Turkey,"Damascus, Dimashq, Syria",,1
"bf5e75
",bf5e7c,LE,SY,SA,043,04,"CONSULT
","Host a visit
",33.8719,35.5097,35,38,25,45,--,"Beirut, Beyrouth, Lebanon",Syria,,1
"bf5e75
",bf5e7b,SY,LE,SA,042,04,"CONSULT
","Make a visit
",35,38,33.8719,35.5097,25,45,--,Syria,"Beirut, Beyrouth, Lebanon",,1
"c1f827
",c1f82f,SY,LE,LE,080,08,"YIELD
","Yield, not specified below 
",35,38,33.8719,35.5097,33.8719,35.5097,--,Syria,"Beirut, Beyrouth, Lebanon",,1
"c1f827
",c1f82f,SY,LE,SY,080,08,"YIELD
","Yield, not specified below 
",35,38,33.8719,35.5097,35,38,--,Syria,"Beirut, Beyrouth, Lebanon",,1
"571d14
",571d1e,SY,SY,SY,172,17,"COERCE
","Impose administrative sanctions, not specified below
",35,38,35,38,35,38,--,Syria,Syria,,1
"571d21
",571d27,LE,LE,LE,060,06,"ENGAGE IN MATERIAL COOPERATION
","Engage in material cooperation, not specified below
",34.0058,36.2181,34.0058,36.2181,34.0058,36.2181,--,"Baalbek, Mohafazat Baalbek-Hermel, Lebanon","Baalbek, Mohafazat Baalbek-Hermel, Lebanon",,1
"571d21
",571d27,SY,SY,SY,060,06,"ENGAGE IN MATERIAL COOPERATION
","Engage in material cooperation, not specified below
",35,38,35,38,35,38,--,Syria,Syria,,8
"e9c392
",e9c395,CG,CG,CG,111,11,"DISAPPROVE
","Criticize or denounce 
",0,25,0,25,0,25,--,Zaire,Zaire,,8
"571d21
",571d27,SY,LE,SY,060,06,"ENGAGE IN MATERIAL COOPERATION
","Engage in material cooperation, not specified below
",35,38,33.8719,35.5097,35,38,--,Syria,"Beirut, Beyrouth, Lebanon",,1
"17534d 
",175354,SY,LE,SY,070,07,"PROVIDE AID
","Provide aid, not specified below
",32.7359,35.7441,33.6667,35.8333,32.7359,35.7441,--,"Wadi Khaled, Al Qunaytirah, Syria","Bekaa, Béa, Lebanon",,1
"17534d 
",175354,SY,LE,LE,070,07,"PROVIDE AID
","Provide aid, not specified below
",32.7359,35.7441,33.6667,35.8333,33.6667,35.8333,--,"Wadi Khaled, Al Qunaytirah, Syria","Bekaa, Béa, Lebanon",,1
"57144e
",571454,SY,SY,SY,141,14,"PROTEST
","Demonstrate or rally
",35,38,35,38,35,38,--,Syria,Syria,,6
"571d14
",571d1a,SY,SY,SY,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",35,38,35,38,35,38,--,Syria,Syria,,23
"5f2fc4
",5f2fcb,IZ,SY,SY,025,02,"APPEAL
","Appeal to yield
",34.1966,43.8739,35,38,35,38,--,"Samarra, Sala? ad Din, Iraq",Syria,,1
"57144e
",571454,IZ,SY,IZ,141,14,"PROTEST
","Demonstrate or rally
",36.4195,42.1756,35,38,36.4195,42.1756,--,"Mansur, NinawáZ, Iraq",Syria,,1
"57144e
",571454,IZ,SY,SY,141,14,"PROTEST
","Demonstrate or rally
",36.4195,42.1756,35,38,35,38,--,"Mansur, NinawáZ, Iraq",Syria,,1
"57144e
",571454,IZ,SY,SY,141,14,"PROTEST
","Demonstrate or rally
",33.3386,44.3939,35,38,35,38,--,"Baghdad, Baghdad, Iraq",Syria,,1
"bf5e75
",bf5e7b,IZ,SY,IZ,042,04,"CONSULT
","Make a visit
",33,44,35,38,33,44,--,Iraq,Syria,,2
"bf5e75
",bf5e79,LE,SY,LE,040,04,"CONSULT
","Consult, not specified below
",33.8719,35.5097,35,38,33.8719,35.5097,--,"Beirut, Beyrouth, Lebanon",Syria,,2
"ff4800
",ff4801,SY,SY,LE,010,01,"MAKE PUBLIC STATEMENT
","Make statement, not specified below
",35,38,35,38,33.8719,35.5097,--,Syria,Syria,,2
"5e75bf
",5e75c8,SY,SY,SY,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",35,38,35,38,35,38,--,Syria,Syria,,20
"94c42f
",94c437,SY,SY,SY,125,12,"REJECT
","Reject proposal to meet, discuss, or negotiate
",35,38,35,38,35,38,--,Syria,Syria,,20
"bf5e75
",bf5e7c,SY,IZ,IZ,043,04,"CONSULT
","Host a visit
",35,38,33,44,33,44,--,Syria,Iraq,,2
"5e75bf
",5e75c8,SY,LE,SY,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",35,38,33.8719,35.5097,35,38,--,Syria,"Beirut, Beyrouth, Lebanon",,2
"bf5e75
",bf5e79,SY,LE,LE,040,04,"CONSULT
","Consult, not specified below
",35,38,33.8719,35.5097,33.8719,35.5097,--,Syria,"Beirut, Beyrouth, Lebanon",,2
"ff4800
",ff4801,SY,LE,LE,010,01,"MAKE PUBLIC STATEMENT
","Make statement, not specified below
",35,38,33.8719,35.5097,33.8719,35.5097,--,Syria,"Beirut, Beyrouth, Lebanon",,2
"94c42f
",94c437,SY,LE,SY,125,12,"REJECT
","Reject proposal to meet, discuss, or negotiate
",35,38,33.8719,35.5097,35,38,--,Syria,"Beirut, Beyrouth, Lebanon",,2
"bf5e75
",bf5e7f,SY,SY,SY,190,19,"FIGHT
","Use conventional military force, not specified below
",36.476,38.2059,36.476,38.2059,36.476,38.2059,--,"Bashar, ?alab, Syria","Bashar, ?alab, Syria",,1
"bf5e75
",bf5e81,LE,LE,LE,192,19,"FIGHT
","Occupy territory
",33.6667,35.8333,33.6667,35.8333,33.6667,35.8333,--,"Bekaa, Béa, Lebanon","Bekaa, Béa, Lebanon",,1
"17534d 
",175354,SY,SY,SY,070,07,"PROVIDE AID
","Provide aid, not specified below
",35,38,35,38,35,38,--,Syria,Syria,,22
"571d14
",571d1f,SY,LE,LE,173,17,"COERCE
","Arrest, detain, or charge with legal action 
",35,38,33.8719,35.5097,33.8719,35.5097,--,Syria,"Beirut, Beyrouth, Lebanon",,2
"571d14
",571d1f,LE,LE,LE,173,17,"COERCE
","Arrest, detain, or charge with legal action 
",33.6667,35.8333,33.6667,35.8333,33.6667,35.8333,--,"Bekaa, Béa, Lebanon","Bekaa, Béa, Lebanon",,2
"571d14
",571d1f,LE,LE,LE,173,17,"COERCE
","Arrest, detain, or charge with legal action 
",33.8719,35.5097,33.8719,35.5097,33.8719,35.5097,--,"Beirut, Beyrouth, Lebanon","Beirut, Beyrouth, Lebanon",,1
"571d14
",571d1a,SY,SY,SY,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",36.2028,37.1586,36.2028,37.1586,36.2028,37.1586,--,"Aleppo, ?alab, Syria","Aleppo, ?alab, Syria",,1
"5f2fc4
",5f2fc6,SY,LE,CQ,020,02,"APPEAL
","Appeal, not specified below
",32.7359,35.7441,33.8333,36,19.4355,144.888,--,"Wadi Khaled, Al Qunaytirah, Syria","Bekaa Valley, Béa, Lebanon",,1
"5f2fc4
",5f2fc6,LE,LE,LE,020,02,"APPEAL
","Appeal, not specified below
",33.8333,36,33.8333,36,33.8333,36,--,"Bekaa Valley, Béa, Lebanon","Bekaa Valley, Béa, Lebanon",,1
"5f2fc4
",5f2fcb,SY,LE,LE,0253,02,"APPEAL
","Appeal for release of persons or property
",32.7359,35.7441,33.8333,36,33.8333,36,--,"Wadi Khaled, Al Qunaytirah, Syria","Bekaa Valley, Béa, Lebanon",,1
"5f2fc4
",5f2fcb,LE,LE,LE,0253,02,"APPEAL
","Appeal for release of persons or property
",33.8333,36,33.8333,36,33.8333,36,--,"Bekaa Valley, Béa, Lebanon","Bekaa Valley, Béa, Lebanon",,1
"94c42f
",94c432,IZ,IZ,IZ,120,12,"REJECT
","Reject, not specified below
",33.3386,44.3939,33.3386,44.3939,33.3386,44.3939,--,"Baghdad, Baghdad, Iraq","Baghdad, Baghdad, Iraq",,1
"e9c392
",e9c396,LE,LE,LE,112,11,"DISAPPROVE
","Accuse, not specified below
",33.8333,35.8333,33.8333,35.8333,33.8333,35.8333,--,Lebanon,Lebanon,,1
"ff4800
",ff4803,SY,SY,SY,012,01,"MAKE PUBLIC STATEMENT
","Make pessimistic comment
",35,38,35,38,35,38,--,Syria,Syria,,7
"571d21
",571d27,LE,LE,LE,060,06,"ENGAGE IN MATERIAL COOPERATION
","Engage in material cooperation, not specified below
",33.8333,35.8333,33.8333,35.8333,33.8333,35.8333,--,Lebanon,Lebanon,,2
"17534d 
",175357,TU,TU,TU,073,07,"PROVIDE AID
","Provide humanitarian aid
",38.9071,31.2978,38.9071,31.2978,38.9071,31.2978,--,"Guvecci, Afyonkarahisar, Turkey","Guvecci, Afyonkarahisar, Turkey",,1
"17534d 
",175357,TU,TU,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",38.9071,31.2978,38.9071,31.2978,35,38,--,"Guvecci, Afyonkarahisar, Turkey","Guvecci, Afyonkarahisar, Turkey",,1
"e9c392
",e9c396,EG,SY,SY,112,11,"DISAPPROVE
","Accuse, not specified below
",27,30,35,38,35,38,--,Egypt,Syria,,1
"5e75bf
",5e75c8,IS,SY,SY,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",31.5,34.75,32.9049,35.8072,32.9049,35.8072,--,Israel,"Golan Heights, Syria (general), Syria",,1
"5e75bf
",5e75c8,SY,IS,SY,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",32.9049,35.8072,31.5,34.75,32.9049,35.8072,--,"Golan Heights, Syria (general), Syria",Israel,,1
"c1f827
",c1f82f,SY,LE,LE,080,08,"YIELD
","Yield, not specified below 
",33.7249,36.1005,33.8333,35.8333,33.8333,35.8333,--,"Zabadani, Rif Dimashq, Syria",Lebanon,,1
"c1f827
",c1f82f,SY,LE,LE,080,08,"YIELD
","Yield, not specified below 
",33.5,36.3,33.8719,35.5097,33.8719,35.5097,--,"Damascus, Dimashq, Syria","Beirut, Beyrouth, Lebanon",,1
"c1f827
",c1f82f,SY,LE,LE,080,08,"YIELD
","Yield, not specified below 
",33.5,36.3,33.8333,35.8333,33.8333,35.8333,--,"Damascus, Dimashq, Syria",Lebanon,,1
"c1f827
",c1f82f,SY,LE,LE,080,08,"YIELD
","Yield, not specified below 
",35,38,33.8333,35.8333,33.8333,35.8333,--,Syria,Lebanon,,1
"c03624
",c0362d,TU,SY,TU,090,09,"INVESTIGATE
","Investigate, not specified below
",36.2066,36.1572,36.9797,41.9917,36.2066,36.1572,--,"Antakya, Hatay, Turkey","Al-Marjah, Al ?asakah, Syria",,1
"bf5e75
",bf5e81,SY,SY,IS,192,19,"FIGHT
","Occupy territory
",32.9049,35.8072,32.9049,35.8072,31.5,34.75,--,"Golan Heights, Syria (general), Syria","Golan Heights, Syria (general), Syria",,1
"bf5e75
",bf5e81,SY,IS,IS,192,19,"FIGHT
","Occupy territory
",32.9049,35.8072,31.5,34.75,31.5,34.75,--,"Golan Heights, Syria (general), Syria",Israel,,1
"c1f827
",c1f82f,SY,LE,SY,080,08,"YIELD
","Yield, not specified below 
",33.5,36.3,33.8333,35.8333,33.5,36.3,--,"Damascus, Dimashq, Syria",Lebanon,,2
"bf5e75
",bf5e7f,SY,SY,SY,190,19,"FIGHT
","Use conventional military force, not specified below
",33.5,36.3,33.5,36.3,33.5,36.3,--,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,5
"bf5e75
",bf5e81,SY,LE,SY,192,19,"FIGHT
","Occupy territory
",35,38,33.6667,35.8333,35,38,--,Syria,"Bekaa, Béa, Lebanon",,5
"bf5e75
",bf5e7f,US,AF,US,190,19,"FIGHT
","Use conventional military force, not specified below
",38,-97,33,65,38,-97,--,United States,Afghanistan,,5
"17534d 
",175354,SY,JO,SY,070,07,"PROVIDE AID
","Provide aid, not specified below
",33.5,36.3,32.5592,36.0069,33.5,36.3,--,"Damascus, Dimashq, Syria","Ramtha, Jordan (general), Jordan",,5
"571d14
",571d1a,AE,AE,AE,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",25.2522,55.28,25.2522,55.28,25.2522,55.28,--,"Dubai, Dubayy, United Arab Emirates","Dubai, Dubayy, United Arab Emirates",,5
"17534d 
",175354,JO,SY,JO,070,07,"PROVIDE AID
","Provide aid, not specified below
",31.95,35.9333,35,38,31.95,35.9333,--,"Amman, (JO11), Jordan",Syria,,5
"17534d 
",175357,JO,SY,JO,073,07,"PROVIDE AID
","Provide humanitarian aid
",31.95,35.9333,35,38,31.95,35.9333,--,"Amman, (JO11), Jordan",Syria,,5
"571d14
",571d1a,LY,LY,LY,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",32.8925,13.18,32.8925,13.18,32.8925,13.18,--,"Tripoli, Tarabulus, Libya","Tripoli, Tarabulus, Libya",,5
"571d14
",571d1a,LY,SY,LY,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",32.8925,13.18,35,38,32.8925,13.18,--,"Tripoli, Tarabulus, Libya",Syria,,1
"5f2fc4
",5f2fcb,TU,TU,TU,025,02,"APPEAL
","Appeal to yield
",36.2066,36.1572,36.2066,36.1572,36.2066,36.1572,--,"Antakya, Hatay, Turkey","Antakya, Hatay, Turkey",,1
"5e75bf
",5e75c4,SY,SY,SY,032,03,"EXPRESS INTENT TO COOPERATE
","Express intent to provide diplomatic cooperation such as policy support
",35,38,35,38,35,38,--,Syria,Syria,,1
"571d14
",571d1a,SY,JO,JO,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",35,38,31.95,35.9333,31.95,35.9333,--,Syria,"Amman, (JO11), Jordan",,1
"571d21
",571d27,SY,JO,JO,060,06,"ENGAGE IN MATERIAL COOPERATION
","Engage in material cooperation, not specified below
",35,38,31.95,35.9333,31.95,35.9333,--,Syria,"Amman, (JO11), Jordan",,1
"571d21
",571d27,SY,JO,SY,060,06,"ENGAGE IN MATERIAL COOPERATION
","Engage in material cooperation, not specified below
",35,38,31.95,35.9333,35,38,--,Syria,"Amman, (JO11), Jordan",,1
"17534d 
",175357,RS,RS,RS,073,07,"PROVIDE AID
","Provide humanitarian aid
",55.7522,37.6156,55.7522,37.6156,55.7522,37.6156,--,"Moscow, Moskva, Russia","Moscow, Moskva, Russia",,1
"17534d 
",175357,IZ,IZ,IZ,073,07,"PROVIDE AID
","Provide humanitarian aid
",33,44,33,44,33,44,--,Iraq,Iraq,,1
"17534d 
",175357,SY,IZ,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",35,38,33,44,35,38,--,Syria,Iraq,,1
"5f2fc4
",5f2fcb,TU,TU,TU,025,02,"APPEAL
","Appeal to yield
",37.068,35.4113,37.068,35.4113,37.068,35.4113,--,"Boynuyogun, Adana, Turkey","Boynuyogun, Adana, Turkey",,1
"5f2fc4
",5f2fc6,SY,SY,MO,020,02,"APPEAL
","Appeal, not specified below
",35,38,35,38,32,-5,--,Syria,Syria,,1
"c1f827
",c1f836,SY,SY,MO,0871,08,"YIELD
","Declare truce, ceasefire
",35,38,35,38,32,-5,--,Syria,Syria,,1
"5f2fc4
",5f2fc6,SY,SY,SY,020,02,"APPEAL
","Appeal, not specified below
",33.7249,36.1005,33.7249,36.1005,33.7249,36.1005,--,"Zabadani, Rif Dimashq, Syria","Zabadani, Rif Dimashq, Syria",,1
"c1f827
",c1f82f,SY,LE,SY,080,08,"YIELD
","Yield, not specified below 
",32.7359,35.7441,33.8333,35.8333,32.7359,35.7441,--,"Wadi Khaled, Al Qunaytirah, Syria",Lebanon,,1
"c1f827
",c1f82f,SY,LE,LE,080,08,"YIELD
","Yield, not specified below 
",32.7359,35.7441,33.8333,35.8333,33.8333,35.8333,--,"Wadi Khaled, Al Qunaytirah, Syria",Lebanon,,1
"57144e
",571454,SY,SY,SY,141,14,"PROTEST
","Demonstrate or rally
",33.7249,36.1005,33.7249,36.1005,33.7249,36.1005,--,"Zabadani, Rif Dimashq, Syria","Zabadani, Rif Dimashq, Syria",,1
"5e75bf
",5e75c8,JO,SY,SY,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",32.3429,36.208,35.85,38.75,35.85,38.75,--,"Mafraq, Jordan (general), Jordan","Hammam, Ar Raqqah, Syria",,1
