Event_COLOR_CODE,Actor1Geo_CountryCode,Actor2Geo_CountryCode,ActionGeo_CountryCode,Event Code,Reason,AC1_lat,AC1_lon,AC2_lat,AC2_lon,AC_lat,AC_lon,Source Url,Source City,Destination City,Keyword,Dubplicate Count
"c1f827
",SY,SA,SY,080,"Yield, not specified below 
",33.5,36.3,25,45,33.5,36.3,,"Damascus, Dimashq, Syria",Saudi Arabia,,
"c1f827
",SY,SA,SA,080,"Yield, not specified below 
",33.5,36.3,25,45,25,45,,"Damascus, Dimashq, Syria",Saudi Arabia,,
"5e75bf
",IT,SY,IT,033,"Express intent to provide matyerial aid, not specified below
",41.9,12.4833,35,38,41.9,12.4833,,"Rome, Lazio, Italy",Syria,,
"5e75bf
",JO,JO,JO,033,"Express intent to provide matyerial aid, not specified below
",31.95,35.9333,31.95,35.9333,31.95,35.9333,,"Amman, (JO11), Jordan","Amman, (JO11), Jordan",,
"5e75bf
",JO,SY,JO,033,"Express intent to provide matyerial aid, not specified below
",31.95,35.9333,35,38,31.95,35.9333,,"Amman, (JO11), Jordan",Syria,,
"bf5e75
",IT,IT,IT,042,"Make a visit
",41.9,12.4833,41.9,12.4833,41.9,12.4833,,"Rome, Lazio, Italy","Rome, Lazio, Italy",,
"571d21
",IT,SY,SY,060,"Engage in material cooperation, not specified below
",45.6667,9.68333,35,38,35,38,,"Orio Al Serio, Lombardia, Italy",Syria,,
"571d21
",IT,SY,SY,060,"Engage in material cooperation, not specified below
",41.9,12.4833,35,38,35,38,,"Rome, Lazio, Italy",Syria,,
"571d21
",JO,SY,SY,060,"Engage in material cooperation, not specified below
",32.3429,36.208,35,38,35,38,,"Mafraq, Jordan (general), Jordan",Syria,,
"17534d 
",IT,SY,SY,070,"Provide aid, not specified below
",45.6667,9.68333,35,38,35,38,,"Orio Al Serio, Lombardia, Italy",Syria,,
"bf5e75
",JO,SY,SY,040,"Consult, not specified below
",32.5592,36.0069,35,38,35,38,,"Ramtha, Jordan (general), Jordan",Syria,,
"bf5e75
",JO,SY,JO,042,"Make a visit
",32.5592,36.0069,35,38,32.5592,36.0069,,"Ramtha, Jordan (general), Jordan",Syria,,
"bf5e75
",SY,SY,JO,043,"Host a visit
",33.5,36.3,33.5,36.3,32.3429,36.208,,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,
"bf5e75
",JO,SY,JO,043,"Host a visit
",32.3429,36.208,33.5,36.3,32.3429,36.208,,"Mafraq, Jordan (general), Jordan","Damascus, Dimashq, Syria",,
"bf5e75
",JO,SY,JO,043,"Host a visit
",32.5592,36.0069,35,38,32.5592,36.0069,,"Ramtha, Jordan (general), Jordan",Syria,,
"bf5e75
",JO,SY,SY,043,"Host a visit
",32.5592,36.0069,35,38,35,38,,"Ramtha, Jordan (general), Jordan",Syria,,
"17534d 
",JO,IZ,IZ,075,"Grant asylum
",32.5556,35.85,33,44,33,44,,"Irbid, Jordan (general), Jordan",Iraq,,
"17534d 
",IZ,IZ,IZ,075,"Grant asylum
",33,44,33,44,33,44,,Iraq,Iraq,,
"17534d 
",JO,JO,JO,075,"Grant asylum
",31.95,35.9333,31.95,35.9333,31.95,35.9333,,"Amman, (JO11), Jordan","Amman, (JO11), Jordan",,
"bf5e75
",SY,US,SY,043,"Host a visit
",33.5,36.3,38,-97,33.5,36.3,,"Damascus, Dimashq, Syria",United States,,
"17534d 
",SY,SY,SY,070,"Provide aid, not specified below
",35,38,35,38,35,38,,Syria,Syria,,
"17534d 
",SY,,SY,070,"Provide aid, not specified below
",35,38,0,0,35,38,,Syria,,,
"17534d 
",SY,,SY,073,"Provide humanitarian aid
",35,38,0,0,35,38,,Syria,,,
"c1f827
",SY,SY,SY,080,"Yield, not specified below 
",33.5,36.3,33.5,36.3,33.5,36.3,,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,
"bf5e75
",SY,JO,SY,040,"Consult, not specified below
",35,38,32.5592,36.0069,35,38,,Syria,"Ramtha, Jordan (general), Jordan",,
"bf5e75
",SY,SY,JO,042,"Make a visit
",33.5,36.3,33.5,36.3,32.3429,36.208,,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,
"bf5e75
",SY,JO,JO,042,"Make a visit
",33.5,36.3,32.3429,36.208,32.3429,36.208,,"Damascus, Dimashq, Syria","Mafraq, Jordan (general), Jordan",,
"bf5e75
",SY,JO,JO,042,"Make a visit
",35,38,32.5592,36.0069,32.5592,36.0069,,Syria,"Ramtha, Jordan (general), Jordan",,
"bf5e75
",SY,JO,SY,042,"Make a visit
",35,38,32.5592,36.0069,35,38,,Syria,"Ramtha, Jordan (general), Jordan",,
"bf5e75
",SY,JO,JO,043,"Host a visit
",35,38,32.5592,36.0069,32.5592,36.0069,,Syria,"Ramtha, Jordan (general), Jordan",,
"5e75bf
",SY,SY,SY,033,"Express intent to provide matyerial aid, not specified below
",35,38,35,38,35,38,,Syria,Syria,,
"571d21
",SY,SY,SY,060,"Engage in material cooperation, not specified below
",35,38,35,38,35,38,,Syria,Syria,,
"bf5e75
",SY,SY,TU,042,"Make a visit
",33.5,36.3,33.5,36.3,39,35,,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,
"bf5e75
",SY,TU,TU,042,"Make a visit
",33.5,36.3,39,35,39,35,,"Damascus, Dimashq, Syria",Turkey,,
"bf5e75
",SY,TU,SY,192,"Occupy territory
",36.2028,37.1586,36.2066,36.1572,36.2028,37.1586,,"Aleppo, ?alab, Syria","Hatay, Hatay, Turkey",,
"bf5e75
",SY,SY,TU,043,"Host a visit
",33.5,36.3,33.5,36.3,39,35,,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,
"bf5e75
",TU,SY,TU,043,"Host a visit
",39,35,33.5,36.3,39,35,,Turkey,"Damascus, Dimashq, Syria",,
"571d14
",TU,SY,SY,051,"Praise or endorse
",39.9272,32.8644,33.5,36.3,33.5,36.3,,"Ankara, Ankara, Turkey","Damascus, Dimashq, Syria",,
"17534d 
",SY,SY,SY,075,"Grant asylum
",36.2028,37.1586,36.2028,37.1586,36.2028,37.1586,,"Aleppo, ?alab, Syria","Aleppo, ?alab, Syria",,
"17534d 
",TU,SY,SY,075,"Grant asylum
",36.2066,36.1572,36.2028,37.1586,36.2028,37.1586,,"Hatay, Hatay, Turkey","Aleppo, ?alab, Syria",,
"17534d 
",TU,SY,TU,075,"Grant asylum
",36.2066,36.1572,36.2028,37.1586,36.2066,36.1572,,"Hatay, Hatay, Turkey","Aleppo, ?alab, Syria",,
"c1f827
",SY,TU,TU,0831,"Accede to demands for change in leadership
",33.5,36.3,39,35,39,35,,"Damascus, Dimashq, Syria",Turkey,,
"c1f827
",TU,SY,SY,0831,"Accede to demands for change in leadership
",39,35,33.5,36.3,33.5,36.3,,Turkey,"Damascus, Dimashq, Syria",,
"17534d 
",JO,SY,JO,075,"Grant asylum
",31.95,35.9333,35,38,31.95,35.9333,,"Amman, (JO11), Jordan",Syria,,
"571d14
",,SY,SY,051,"Praise or endorse
",0,0,35,38,35,38,,,Syria,,
"bf5e75
",FR,SY,SY,042,"Make a visit
",45.6333,5.73333,35,38,35,38,,"Paris, RhôAlpes, France",Syria,,
"17534d 
",JO,SY,JO,073,"Provide humanitarian aid
",31,36,35,38,31,36,,Jordan,Syria,,
"5f2fc4
",IZ,SY,SY,025,"Appeal to yield
",34.1966,43.8739,33.5,36.3,33.5,36.3,,"Samarra, Sala? ad Din, Iraq","Damascus, Dimashq, Syria",,
"5e75bf
",JO,SY,JO,036,"Express intent to meet or negotiate
",32.3429,36.208,35,38,32.3429,36.208,,"Mafraq, Jordan (general), Jordan",Syria,,
"17534d 
",SY,SY,SY,073,"Provide humanitarian aid
",35.9306,36.6339,35.9306,36.6339,35.9306,36.6339,,"Idlib, Idlib, Syria","Idlib, Idlib, Syria",,
"17534d 
",JO,SY,SY,073,"Provide humanitarian aid
",31,36,35.9306,36.6339,35.9306,36.6339,,Jordan,"Idlib, Idlib, Syria",,
"17534d 
",JO,SY,JO,073,"Provide humanitarian aid
",31,36,35.9306,36.6339,31,36,,Jordan,"Idlib, Idlib, Syria",,
"571d14
",LE,SY,SY,051,"Praise or endorse
",34.1794,36.4208,35,38,35,38,,"Aarsal, Mohafazat Baalbek-Hermel, Lebanon",Syria,,
"e9c392
",SY,SY,JO,112,"Accuse, not specified below
",33.2854,35.69,33.2854,35.69,31.95,35.9333,,"Ramtha, Al Qunaytirah, Syria","Ramtha, Al Qunaytirah, Syria",,
"e9c392
",SY,SY,JO,112,"Accuse, not specified below
",35,38,35,38,31.95,35.9333,,Syria,Syria,,
"bf5e75
",IZ,SY,IZ,043,"Host a visit
",34.1966,43.8739,33.5,36.3,34.1966,43.8739,,"Samarra, Sala? ad Din, Iraq","Damascus, Dimashq, Syria",,
"17534d 
",JO,SY,JO,073,"Provide humanitarian aid
",31,36,32.6189,36.1021,31,36,,Jordan,"Deraa, Dara, Syria",,
"17534d 
",JO,JO,JO,073,"Provide humanitarian aid
",31,36,31,36,31,36,,Jordan,Jordan,,
"c1f827
",IZ,SY,SY,080,"Yield, not specified below 
",34.1966,43.8739,33.5,36.3,33.5,36.3,,"Samarra, Sala? ad Din, Iraq","Damascus, Dimashq, Syria",,
"ff4800
",SY,SY,SY,010,"Make statement, not specified below
",33.2854,35.69,33.2854,35.69,33.2854,35.69,,"Ramtha, Al Qunaytirah, Syria","Ramtha, Al Qunaytirah, Syria",,
"e9c392
",SY,SY,SY,111,"Criticize or denounce 
",35,38,35,38,35,38,,Syria,Syria,,
"c1f827
",SY,IZ,SY,0841,"Return, release person(s)
",33.5,36.3,34.1966,43.8739,33.5,36.3,,"Damascus, Dimashq, Syria","Samarra, Sala? ad Din, Iraq",,
"c1f827
",SY,IZ,IZ,0841,"Return, release person(s)
",33.5,36.3,34.1966,43.8739,34.1966,43.8739,,"Damascus, Dimashq, Syria","Samarra, Sala? ad Din, Iraq",,
"bf5e75
",SY,IZ,IZ,042,"Make a visit
",33.5,36.3,34.1966,43.8739,34.1966,43.8739,,"Damascus, Dimashq, Syria","Samarra, Sala? ad Din, Iraq",,
"bf5e75
",SY,SY,SY,193,"Fight with small arms and light weapons
",33.2854,35.69,33.2854,35.69,33.2854,35.69,,"Ramtha, Al Qunaytirah, Syria","Ramtha, Al Qunaytirah, Syria",,
"bf5e75
",FR,FR,FR,043,"Host a visit
",45.6333,5.73333,45.6333,5.73333,45.6333,5.73333,,"Paris, RhôAlpes, France","Paris, RhôAlpes, France",,
"571d14
",SY,SY,SY,051,"Praise or endorse
",33.5,36.3,33.5,36.3,33.5,36.3,,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,
"17534d 
",SY,SY,JO,070,"Provide aid, not specified below
",33.4849,36.2928,33.4849,36.2928,32.3429,36.208,,"Midan, Dimashq, Syria","Midan, Dimashq, Syria",,
"17534d 
",JO,JO,SY,070,"Provide aid, not specified below
",32.3429,36.208,32.3429,36.208,33.4849,36.2928,,"Mafraq, Jordan (general), Jordan","Mafraq, Jordan (general), Jordan",,
"571d14
",SY,,SY,051,"Praise or endorse
",33.5,36.3,0,0,33.5,36.3,,"Damascus, Dimashq, Syria",,,
"c1f827
",SY,,SY,080,"Yield, not specified below 
",35,38,0,0,35,38,,Syria,,,
"bf5e75
",SY,FR,SY,043,"Host a visit
",35,38,45.6333,5.73333,35,38,,Syria,"Paris, RhôAlpes, France",,
"571d14
",SY,FR,FR,051,"Praise or endorse
",35,38,45.6333,5.73333,45.6333,5.73333,,Syria,"Paris, RhôAlpes, France",,
"c1f827
",SY,SY,SY,084,"Return, release, not specified below
",33.2854,35.69,33.2854,35.69,33.2854,35.69,,"Ramtha, Al Qunaytirah, Syria","Ramtha, Al Qunaytirah, Syria",,
"5e75bf
",SY,JO,JO,036,"Express intent to meet or negotiate
",35,38,32.3429,36.208,32.3429,36.208,,Syria,"Mafraq, Jordan (general), Jordan",,
"c1f827
",SY,JO,SY,080,"Yield, not specified below 
",33.2854,35.69,32.3429,36.208,33.2854,35.69,,"Ramtha, Al Qunaytirah, Syria","Mafraq, Jordan (general), Jordan",,
"17534d 
",SY,SY,SY,070,"Provide aid, not specified below
",33.4849,36.2928,33.4849,36.2928,33.4849,36.2928,,"Midan, Dimashq, Syria","Midan, Dimashq, Syria",,
"bf5e75
",FR,FR,FR,042,"Make a visit
",45.6333,5.73333,45.6333,5.73333,45.6333,5.73333,,"Paris, RhôAlpes, France","Paris, RhôAlpes, France",,
"bf5e75
",SY,SY,SY,042,"Make a visit
",35,38,35,38,35,38,,Syria,Syria,,
"571d14
",SY,SY,SY,051,"Praise or endorse
",35,38,35,38,35,38,,Syria,Syria,,
"bf5e75
",SY,TS,SY,042,"Make a visit
",35,38,34,9,35,38,,Syria,Tunisia,,
"bf5e75
",SY,SY,SY,192,"Occupy territory
",33.5,36.3,33.5,36.3,33.5,36.3,,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,
"bf5e75
",TS,SY,SY,043,"Host a visit
",34,9,35,38,35,38,,Tunisia,Syria,,
"17534d 
",SY,SY,SY,073,"Provide humanitarian aid
",35,38,35,38,35,38,,Syria,Syria,,
"17534d 
",TU,SY,SY,075,"Grant asylum
",39.9272,32.8644,35.3359,40.1408,35.3359,40.1408,,"Ankara, Ankara, Turkey","Deir Ezzor, Dayr az Zawr, Syria",,
"17534d 
",TU,SY,TU,075,"Grant asylum
",39.9272,32.8644,35.3359,40.1408,39.9272,32.8644,,"Ankara, Ankara, Turkey","Deir Ezzor, Dayr az Zawr, Syria",,
"bf5e75
",SY,TS,SY,042,"Make a visit
",35,38,36.8028,10.1797,35,38,,Syria,"Tunis, (TS26), Tunisia",,
"bf5e75
",TS,SY,SY,043,"Host a visit
",36.8028,10.1797,35,38,35,38,,"Tunis, (TS26), Tunisia",Syria,,
"17534d 
",TS,SY,SY,073,"Provide humanitarian aid
",36.8028,10.1797,35,38,35,38,,"Tunis, (TS26), Tunisia",Syria,,
"bf5e75
",,SY,SY,042,"Make a visit
",0,0,36.2028,37.1586,36.2028,37.1586,,,"Aleppo, ?alab, Syria",,
"bf5e75
",,SY,LE,042,"Make a visit
",0,0,35,38,33.6667,35.8333,,,Syria,,
"ff4800
",SY,SY,SY,012,"Make pessimistic comment
",35,38,35,38,35,38,,Syria,Syria,,
"17534d 
",JO,SY,JO,073,"Provide humanitarian aid
",32.3429,36.208,35,38,32.3429,36.208,,"Mafraq, Jordan (general), Jordan",Syria,,
"bf5e75
",SY,SY,SY,043,"Host a visit
",36.2028,37.1586,36.2028,37.1586,36.2028,37.1586,,"Aleppo, ?alab, Syria","Aleppo, ?alab, Syria",,
"bf5e75
",LE,SY,SY,043,"Host a visit
",33.8333,35.8333,36.2028,37.1586,36.2028,37.1586,,Lebanon,"Aleppo, ?alab, Syria",,
"17534d 
",SY,SY,SY,073,"Provide humanitarian aid
",33.5,36.3,33.5,36.3,33.5,36.3,,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,
"17534d 
",JO,JO,JO,073,"Provide humanitarian aid
",31.95,35.9333,31.95,35.9333,31.95,35.9333,,"Amman, (JO11), Jordan","Amman, (JO11), Jordan",,
"17534d 
",JO,SY,JO,073,"Provide humanitarian aid
",31.95,35.9333,35,38,31.95,35.9333,,"Amman, (JO11), Jordan",Syria,,
"17534d 
",JO,SY,SY,073,"Provide humanitarian aid
",31.95,35.9333,35,38,35,38,,"Amman, (JO11), Jordan",Syria,,
"17534d 
",JO,SY,SY,073,"Provide humanitarian aid
",31,36,33.5,36.3,33.5,36.3,,Jordan,"Damascus, Dimashq, Syria",,
"17534d 
",JO,SY,JO,073,"Provide humanitarian aid
",31,36,33.5,36.3,31,36,,Jordan,"Damascus, Dimashq, Syria",,
"17534d 
",TU,TU,TU,075,"Grant asylum
",39,35,39,35,39,35,,Turkey,Turkey,,
"571d14
",JO,JO,JO,172,"Impose administrative sanctions, not specified below
",31.95,35.9333,31.95,35.9333,31.95,35.9333,,"Amman, (JO11), Jordan","Amman, (JO11), Jordan",,
"bf5e75
",LE,SY,LE,043,"Host a visit
",33.6667,35.8333,35,38,33.6667,35.8333,,"Bekaa, Béa, Lebanon",Syria,,
"17534d 
",LE,LE,LE,075,"Grant asylum
",33.8333,35.8333,33.8333,35.8333,33.8333,35.8333,,Lebanon,Lebanon,,
"17534d 
",US,LE,US,075,"Grant asylum
",42.1497,-74.9384,33.8333,35.8333,42.1497,-74.9384,,"New York, United States",Lebanon,,
"17534d 
",US,US,US,075,"Grant asylum
",42.1497,-74.9384,42.1497,-74.9384,42.1497,-74.9384,,"New York, United States","New York, United States",,
"5f2fc4
",SY,SY,SY,0233,"Appeal for humanitarian aid
",35,38,35,38,35,38,,Syria,Syria,,
"bf5e75
",TU,SY,TU,042,"Make a visit
",36.7161,37.115,36.2028,37.1586,36.7161,37.115,,"Kilis, Kilis, Turkey","Aleppo, ?alab, Syria",,
"17534d 
",SY,JO,JO,073,"Provide humanitarian aid
",35,38,32.5592,36.0069,32.5592,36.0069,,Syria,"Ramtha, Jordan (general), Jordan",,
"17534d 
",SY,JO,SY,073,"Provide humanitarian aid
",35,38,32.5592,36.0069,35,38,,Syria,"Ramtha, Jordan (general), Jordan",,
"bf5e75
",SY,TU,TU,043,"Host a visit
",36.2028,37.1586,36.7161,37.115,36.7161,37.115,,"Aleppo, ?alab, Syria","Kilis, Kilis, Turkey",,
"c1f827
",SY,TU,TU,080,"Yield, not specified below 
",35,38,39,35,39,35,,Syria,Turkey,,
"c1f827
",TU,SY,SY,080,"Yield, not specified below 
",39,35,35,38,35,38,,Turkey,Syria,,
"144e57
",SY,TU,SY,182,"Physically assault, not specified below
",35,38,36.2066,36.1572,35,38,,Syria,"Hatay, Hatay, Turkey",,
"144e57
",SY,SY,SY,182,"Physically assault, not specified below
",35,38,35,38,35,38,,Syria,Syria,,
"17534d 
",JO,JO,JO,070,"Provide aid, not specified below
",31.95,35.9333,31.95,35.9333,31.95,35.9333,,"Amman, (JO11), Jordan","Amman, (JO11), Jordan",,
"bf5e75
",SY,,SY,043,"Host a visit
",36.2028,37.1586,0,0,36.2028,37.1586,,"Aleppo, ?alab, Syria",,,
"bf5e75
",SY,,LE,043,"Host a visit
",35,38,0,0,33.6667,35.8333,,Syria,,,
"17534d 
",JO,,JO,070,"Provide aid, not specified below
",31.95,35.9333,0,0,31.95,35.9333,,"Amman, (JO11), Jordan",,,
"c1f827
",SY,SY,SY,080,"Yield, not specified below 
",35.4406,36.65,35.4406,36.65,35.4406,36.65,,"Khan Sheikhoun, Idlib, Syria","Khan Sheikhoun, Idlib, Syria",,
"c1f827
",SY,SY,SY,080,"Yield, not specified below 
",33.2854,35.69,33.2854,35.69,33.2854,35.69,,"Ramtha, Al Qunaytirah, Syria","Ramtha, Al Qunaytirah, Syria",,
"bf5e75
",SY,SY,SY,042,"Make a visit
",36.2028,37.1586,36.2028,37.1586,36.2028,37.1586,,"Aleppo, ?alab, Syria","Aleppo, ?alab, Syria",,
"bf5e75
",SY,LE,SY,042,"Make a visit
",36.2028,37.1586,33.8333,35.8333,36.2028,37.1586,,"Aleppo, ?alab, Syria",Lebanon,,
"bf5e75
",JO,SY,SY,192,"Occupy territory
",31,36,36.2028,37.1586,36.2028,37.1586,,Jordan,"Aleppo, ?alab, Syria",,
"5f2fc4
",SY,JO,SY,020,"Appeal, not specified below
",36.2028,37.1586,31,36,36.2028,37.1586,,"Aleppo, ?alab, Syria",Jordan,,
"bf5e75
",SY,IZ,SY,192,"Occupy territory
",36.2028,37.1586,33,44,36.2028,37.1586,,"Aleppo, ?alab, Syria",Iraq,,
"bf5e75
",SY,JO,SY,192,"Occupy territory
",36.2028,37.1586,31,36,36.2028,37.1586,,"Aleppo, ?alab, Syria",Jordan,,
"bf5e75
",SY,LE,LE,042,"Make a visit
",35,38,33.6667,35.8333,33.6667,35.8333,,Syria,"Bekaa, Béa, Lebanon",,
"bf5e75
",SY,LE,SY,192,"Occupy territory
",36.2028,37.1586,33.8333,35.8333,36.2028,37.1586,,"Aleppo, ?alab, Syria",Lebanon,,
"e9c392
",SY,SY,JO,112,"Accuse, not specified below
",35.4406,36.65,35.4406,36.65,31,36,,"Khan Sheikhoun, Idlib, Syria","Khan Sheikhoun, Idlib, Syria",,
"e9c392
",SY,SY,JO,112,"Accuse, not specified below
",33.2854,35.69,33.2854,35.69,31,36,,"Ramtha, Al Qunaytirah, Syria","Ramtha, Al Qunaytirah, Syria",,
"e9c392
",SY,JO,JO,112,"Accuse, not specified below
",33.2854,35.69,31.95,35.9333,31.95,35.9333,,"Ramtha, Al Qunaytirah, Syria","Amman, (JO11), Jordan",,
"e9c392
",SY,JO,JO,112,"Accuse, not specified below
",33.2854,35.69,31,36,31,36,,"Ramtha, Al Qunaytirah, Syria",Jordan,,
"e9c392
",SW,SY,SY,1124,"Accuse of war crimes
",62,15,33.5,36.3,33.5,36.3,,Sweden,"Damascus, Dimashq, Syria",,
"e9c392
",SW,SW,SW,1124,"Accuse of war crimes
",62,15,62,15,62,15,,Sweden,Sweden,,
"5f2fc4
",SY,TU,SY,020,"Appeal, not specified below
",36.2028,37.1586,39,35,36.2028,37.1586,,"Aleppo, ?alab, Syria",Turkey,,
"bf5e75
",TU,TU,TU,042,"Make a visit
",41.0186,28.9647,41.0186,28.9647,41.0186,28.9647,,"Istanbul, Istanbul, Turkey","Istanbul, Istanbul, Turkey",,
"bf5e75
",SY,TU,SY,192,"Occupy territory
",36.2028,37.1586,39,35,36.2028,37.1586,,"Aleppo, ?alab, Syria",Turkey,,
"bf5e75
",TU,SY,SY,043,"Host a visit
",41.0186,28.9647,35,38,35,38,,"Istanbul, Istanbul, Turkey",Syria,,
"57144e
",SY,SY,SY,141,"Demonstrate or rally
",33.5,36.3,33.5,36.3,33.5,36.3,,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,
